Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2012102955,ニホンピログレース 　,2012年3月2日,服部利之 (栗東),小林百太郎,佐竹学,新ひだか町,,フサイチコンコルド,ニホンピロマイヒメ,ヘクタープロテクター,0.00,940.00
2012102956,マッシヴランナー 　,2012年3月13日,大橋勇樹 (栗東),小川勲,佐竹学,新ひだか町,,ハーツクライ,バクシンヒロイン,サクラバクシンオー,0.00,590.00
2012102957, □地アルトサックス 　,2012年4月11日,山本学 (船橋),手嶋康雄,佐竹学,新ひだか町,,メイショウサムソン,プレイサイレンス,サンデーサイレンス,50.00,50.00
2012102958,ベーリングメファ 　,2012年2月20日,牧浦充徳 (栗東),手嶋康雄,佐竹学,新ひだか町,,スニッツェル,ミレニアムポップ,Bering,685.00,1445.00
2012102959, □地ウエイブ 　,2012年4月18日,板垣吉則 (岩手),佐藤善夫,佐竹学,新ひだか町,,ストーミングホーム,ローズオブダイヤ,サンデーサイレンス,0.00,4.00
2012102960,ワンダーセーハ 　,2012年5月22日,清水英克 (美浦),サンコウ牧場,サンコウ牧場,新ひだか町,,バゴ,エンジェルファタル,フォーティナイナー,0.00,0.00
2012102961,モンドクラフト 　,2012年4月28日,清水英克 (美浦),サンコウ牧場,サンコウ牧場,新ひだか町,,アグネスデジタル,クッキーキティ,ラグビーボール,0.00,0.00
2012102962, □地ババランラン 　,2012年2月9日,岩本洋 (川崎),堀江貞幸,静内酒井牧場,新ひだか町,,フサイチリシャール,カンファーピュア,コロナドズクエスト,0.00,103.80
2012102963, □地ハハノエガオ 　,2012年2月26日,千葉博次 (岩手),村上聡蔵,静内酒井牧場,新ひだか町,,ブラックホーク,サカノエンジェル,リンドシェーバー,41.70,82.40
2012102964, □地コウユーカゲムシャ 　,2012年4月3日,高橋俊之 (金沢),村瀬正,静内酒井牧場,新ひだか町,,ワンダースピード,フジクロカミ,サンデーサイレンス,0.00,0.00
2012102965, □地ドゥラーレ 　,2012年4月23日,山下貴之 (船橋),大久保和夫,静内酒井牧場,新ひだか町,,フサイチリシャール,ベラミカントリー,ティンバーカントリー,0.00,120.00
2012102966,ゴールドシャンティ 　,2012年4月5日,和田雄二 (美浦),大久保和夫,静内酒井牧場,新ひだか町,,アドマイヤムーン,ベラミロード,アレミロード,700.00,1170.00
2012102967,アルマクレヨン 　,2012年5月23日,池上昌弘 (美浦),コウトミックレーシング,静内酒井牧場,新ひだか町,,フサイチリシャール,ベルグチェリー,サクラバクシンオー,1065.20,1065.20
2012102968, □地スタンダードスギ 　,2012年4月20日,岩本洋 (川崎),日本スタンダード（株,静内坂本牧場,新ひだか町,,エイシンデピュティ,グレートテン,Caerleon,0.00,63.50
2012102969, □地コスモセブン 　,2012年3月4日,玉垣光章 (地方),成塚清志,静内坂本牧場,新ひだか町,315万円 (2013年 北海道サマーセール),アドマイヤオーラ,タケノハーモニー,リズム,0.00,91.00
2012102970,デンバー 　,2012年4月30日,星野忍 (美浦),桐谷茂,静内坂本牧場,新ひだか町,,ソングオブウインド,ベルモントナウシカ,アジュディケーティング,0.00,39.90
2012102971, □地ソウブテイオー 　,2012年3月2日,八木仁 (川崎),市川孝治,静内白井牧場,新ひだか町,,アジュディミツオー,ミノリカーリー,モガンボ,186.00,205.80
2012102972, □地キングデュナミス 　,2012年3月25日,林隆之 (川崎),村上義勝,静内白井牧場,新ひだか町,,ステイゴールド,ミヤビグレイス,キングカメハメハ,0.00,752.00
2012102973, □地キングライデン 　,2012年4月18日, (地方),前田敏文,静内白井牧場,新ひだか町,,アジュディミツオー,ヤマトプリティ,アンバーシャダイ,0.00,100.00
2012102974, □地ハーモニーウィル 　,2012年5月28日,高月賢一 (川崎),日下部勝徳,静内白井牧場,新ひだか町,263万円 (2013年 北海道サマーセール),サウスヴィグラス,リンクシェーマ,ダンスインザダーク,373.50,841.50
2012102975, ○地ムゲット 　,2012年4月10日,大江原哲 (美浦),静内白井牧場,静内白井牧場,新ひだか町,,ホワイトマズル,ロッタ,ティンバーカントリー,0.00,0.00
2012102976,ショウナンカブト 　,2012年5月5日,二ノ宮敬 (美浦),国本哲秀,静内ファーム,新ひだか町,,タニノギムレット,ショウナンアマーレ,ジャングルポケット,0.00,0.00
2012102977, □地ランペイジ 　,2012年5月30日,栗田裕光 (大井),谷口祐人,静内ファーム,新ひだか町,378万円 (2013年 北海道オータムセール),ケイムホーム,プレイリーウインド,アグネスタキオン,184.00,184.00
2012102978,グラスエトワール 　,2012年3月15日,牧光二 (美浦),半沢,静内フジカワ牧場,新ひだか町,,ヴァーミリアン,グラスブロード,Fusaichi Pegasus,700.00,1890.00
2012102979, □地ラウレアラテルネ 　,2012年4月2日,佐久間雅 (北海道),横瀬寛子,静内フジカワ牧場,新ひだか町,,トップオブツヨシ,シルクシルエット,ブライアンズタイム,55.50,89.20
2012102980,ケイジーオプティー 　,2012年2月14日,萱野浩二 (美浦),鹿倉勝爾,静内フジカワ牧場,新ひだか町,,ワイルドワンダー,スイートパッセ,テイエムオペラオー,110.00,260.00
2012102981,ワイルドダンサー 　,2012年5月1日,久保田貴 (美浦),草間庸文,静内フジカワ牧場,新ひだか町,,ワイルドワンダー,スイートフラッグ,Kingmambo,0.00,1140.00
2012102982, □地エイトワンダー 　,2012年3月16日,鈴木長次 (上山),（株）ファーストビジ,静内フジカワ牧場,新ひだか町,,メイショウボーラー,ストロベリーパフェ,ブライアンズタイム,0.00,25.00
2012102983, ○地ラウレアメモリー 　,2012年4月9日,岩戸孝樹 (美浦),横瀬兼二,静内フジカワ牧場,新ひだか町,,スウェプトオーヴァーボード,ダイアモンドタヤス,タヤスツヨシ,0.00,0.00
2012102984,ドラゴンゲート 　,2012年3月16日,小西一男 (美浦),平本敏夫,静内フジカワ牧場,新ひだか町,,メイショウボーラー,デュークタイフーン,フジキセキ,810.00,810.00
2012102985,トーホウスペンサー 　,2012年5月10日,田中清隆 (美浦),東豊物産,静内フジカワ牧場,新ひだか町,,ジャングルポケット,トーホウアモーレ,アグネスタキオン,110.00,310.00
2012102986,トーホウロサードの2012 　,2012年3月11日, ,,静内フジカワ牧場,新ひだか町,,ストーミングホーム,トーホウロサード,トーホウエンペラー,0,0
2012102987, □地ラプリマヴェーラ 　,2012年3月3日,中村護 (大井),田記正規,静内フジカワ牧場,新ひだか町,,ジャングルポケット,フレンチドール,フレンチデピュティ,277.00,277.00
2012102988,アイファーラブオー 　,2012年3月3日,鮫島一歩 (栗東),中島稔,静内山田牧場,新ひだか町,,ティンバーカントリー,アイファーラブラブ,タックスパラダイス,0.00,940.00
2012102989, □地オーラゼウス 　,2012年4月2日,八木仁 (川崎),高橋徳昭,静内山田牧場,新ひだか町,,トーホウエンペラー,オーラミク,アジュディケーティング,402.00,838.00
2012102990, □地プリンセスライヒ 　,2012年2月9日,海馬沢司 (浦和),斉藤直樹,静内山田牧場,新ひだか町,,トワイニング,ゴールデンスラム,アフリート,0.00,13.20
2012102991,チョウシューホマレの2012 　,2012年5月5日, ,,静内山田牧場,新ひだか町,,ルースリンド,チョウシューホマレ,ジャングルポケット,0,0
2012102992, □地ロイド 　,2012年3月5日,矢野義幸 (船橋),川原崇弘,静内山田牧場,新ひだか,,ルースリンド,トゥルーオトメ,マンハッタンカフェ,502.70,761.70
2012102993,オーネットキング 　,2012年2月11日,森秀行 (栗東),醍醐伸之,静内山田牧場,新ひだか町,,マヤノトップガン,ドリームチャッター,エアジハード,0.00,214.60
2012102994, □地マッハステム 　,2012年5月26日,荒山勝徳 (大井),鈴木伸昭,静内山田牧場,新ひだか町,,アグネスデジタル,ナイススピードワン,Phone Trick,275.00,431.80
2012102995,アイファーコジーン 　,2012年1月23日,坪憲章 (栗東),中島稔,静内山田牧場,新ひだか町,,アドマイヤコジーン,ネコヤナギ,ダンスインザダーク,0.00,0.00
2012102996, □地ハリケーンライヒ 　,2012年3月31日,久保勇 (川崎),早川稔,静内山田牧場,新ひだか町,,ロッコウオロシ,バービーライヒ,スキーキャプテン,0.00,120.00
2012102997, □地オーネットイーグル 　,2012年5月6日,鷹見浩 (大井),醍醐伸之,静内山田牧場,新ひだか町,,スマートギルド,プリックアップ,ワイルドラッシュ,120.00,210.70
2012102998, □地ミオヴァンジェーロ 　,2012年3月25日,田島寿一 (川崎),中村秀之,下村繁正,新ひだか町,,メイショウボーラー,アニューズディ,トモエアレックス,75.00,75.00
2012102999, □地キャッスルデネブ 　,2012年5月2日,渋谷信博 (船橋),城市公,城市公,新ひだか町,,ローエングリン,キャッスルローズ,スターリングローズ,236.00,249.00
2012103000, □地ベストスナイパー 　,2012年5月3日, (地方),松永要一,城市公,新ひだか町,,メジロベイリー,シルクパサージュ,マイネルラヴ,19.00,51.60
2012103001, □地ランデックハナコ 　,2012年3月4日,笹野博司 (笠松),門脇竜一,城市公,新ひだか,659万円 (2014年 北海道トレーニングセール),スクリーンヒーロー,ジーガートップラン,マヤノトップガン,389.80,391.20
2012103002, □地ゴニンシュウ 　,2012年3月30日,東真市 (佐賀),吉武章,聖心台牧場,新ひだか町,,サムライハート,オフユーゴー,Seattle Slew,5.00,5.00
2012103003, □地ハッピーポーター 　,2012年3月23日,小野寺晋 (大井),阿部東亜子,聖心台牧場,新ひだか町,,エアジハード,キタカゼクイーン,フォーティナイナー,210.00,210.00
2012103004,ユニコーンスター 　,2012年4月6日,浅野洋一 (美浦),田頭勇貴,聖心台牧場,新ひだか町,433万円 (2014年 JRAブリーズアップセール),アジュディミツオー,シンコウイマージン,Dixieland Band,0.00,20.00
2012103005, □地ヴュルガー 　,2012年3月4日,倉地学 (愛知),浅井隆夫,聖心台牧場,新ひだか町,,エイシンサンディ,フェアリーメーカー,タマモクロス,0.00,62.60
2012103006,ブライアンオークスの2012 　,2012年2月19日, ,,聖心台牧場,新ひだか町,,カネヒキリ,ブライアンオークス,ブライアンズタイム,0,0
2012103007, □地ヤサカディスタニー 　,2012年5月4日,鷹見浩 (大井),志邑宣彦,聖心台牧場,新ひだか町,315万円 (2013年 北海道オータムセール),ケイムホーム,プリティメーカー,バブルガムフェロー,287.00,456.50
2012103008,サンバクスター 　,2012年4月23日,竹内正洋 (美浦),加藤信之,聖心台牧場,新ひだか町,158万円 (2013年 北海道オータムセール),スクリーンヒーロー,ラブメーカー,トニービン,0.00,0.00
2012103009,タマモヴィオーラ 　,2012年4月22日,水野貴広 (美浦),タマモ,曾我博,新ひだか町,,サウスヴィグラス,タマモメロディ,ブライアンズタイム,110.00,110.00
2012103010,タマモクラリティー 　,2012年4月17日,中竹和也 (栗東),タマモ,曾我博,新ひだか町,,ハーツクライ,チャームダイヤ,ヘネシー,700.00,700.00
2012103011, □地タマモラララ 　,2012年5月25日,小久保智 (浦和),タマモ（株）,曾我博,新ひだか町,,ワイルドラッシュ,ハイジ,ダンスインザダーク,0.00,290.00
2012103012,ウインメーヴェ 　,2012年5月19日,清水英克 (美浦),ウイン,曾我博,新ひだか町,368万円 (2013年 北海道サマーセール),エンパイアメーカー,ハーフムーンベイ,Kris S.,0.00,0.00
2012103013, □地ダンスバンド 　,2012年4月11日,柴田高志 (笠松),加藤鈴幸,曾我博,新ひだか町,,エイシンサンディ,ミヤビダンサー,トレジャーアイランド,35.00,97.30
2012103014, □地ピースタイム 　,2012年3月21日,柴田高志 (笠松),加藤鈴幸,曾我博,新ひだか町,,エイシンサンディ,ルーベラ,Crafty Prospector,60.70,136.00
2012103015, □地アンビリカルコード 　,2012年2月1日,植松則幸 (愛知),太田裕臣,タイヘイ牧場,新ひだか町,,ホワイトマズル,オヘソノタカラモノ,サクラバクシンオー,0.00,0.00
2012103016, □地ダメダメダメダメダ 　,2012年2月12日,青木達彦 (笠松),小田切有一,タイヘイ牧場,新ひだか町,,チチカステナンゴ,オレンジキュラソー,アグネスタキオン,0.00,3.60
2012103017,バルビエール 　,2012年1月31日,武井亮 (美浦),吉田和美,タイヘイ牧場,新ひだか町,"2,160万円 (2014年 北海道トレーニングセール)",ゼンノロブロイ,グランドアメリフローラ,Grand Slam,680.00,752.00
2012103018,スギノクレステージ 　,2012年3月7日,武市康男 (美浦),杉山忠国,タイヘイ牧場,新ひだか町,"3,150万円 (2012年 セレクトセール)",エンパイアメーカー,サニーサイド,コマンダーインチーフ,0.00,9.00
2012103019,ノバラ 　,2012年2月25日,国枝栄 (美浦),タイヘイ牧場,タイヘイ牧場,新ひだか町,,マンハッタンカフェ,シンメイミネルバ,Caerleon,0.00,0.00
2012103020, □地ヘウレーカ 　,2012年2月2日,武井栄一 (川崎),安沢義三,タイヘイ牧場,新ひだか町,,スペシャルウィーク,ジュメイラジョアン,Swain,160.00,380.00
2012103021,タイセイファルコン 　,2012年4月14日,高橋義忠 (栗東),田中成奉,田湯牧場,新ひだか町,,サニングデール,ダンスドゥフォコン,Sadler's Wells,0,0
2012103022,ドリームゴールドの2012 　,2012年2月2日, ,,タイヘイ牧場,新ひだか町,,アグネスデジタル,ドリームゴールド,ステイゴールド,0,0
2012103023, □地ドリームハート 　,2012年3月27日,佐々木仁 (川崎),（株）ドリームターフ,タイヘイ牧場,新ひだか町,,メイショウサムソン,ドリームダイヤ,カコイーシーズ,0.00,251.60
2012103024, □地ドリームナイト 　,2012年2月25日,佐々木仁 (川崎),（株）ドリームターフ,タイヘイ牧場,新ひだか町,,バゴ,ドリームマイウエイ,カコイーシーズ,0.00,80.40
2012103025,クインズアダマン 　,2012年3月4日,伊藤圭三 (美浦),クイーンズ・ランチ,タイヘイ牧場,新ひだか町,,チチカステナンゴ,ナイサー,Pennine Walk,0.00,0.00
2012103026,ノミネーション 　,2012年4月21日,矢作芳人 (栗東),石川達絵,タイヘイ牧場,新ひだか町,,ステイゴールド,バーンダンス,マルゼンスキー,280.00,1029.00
2012103027, □地エンプレスダンス 　,2012年2月20日,斉藤敏 (船橋),杉浦和也,タイヘイ牧場,新ひだか町,,エンパイアメーカー,パーフェクトダンス,サンデーサイレンス,660.00,706.00
2012103028,ビカムスター 　,2012年2月26日,加藤和宏 (美浦),平本敏夫,タイヘイ牧場,新ひだか町,,マンハッタンカフェ,ミネルバサウンド,ブライアンズタイム,0.00,0.00
2012103029, ○地ナポレオン 　,2012年5月10日,尾関知人 (美浦),前迫義幸,タイヘイ牧場,新ひだか町,"2,100万円 (2012年 セレクトセール)",ハービンジャー,ミメティコ,Monsun,50.00,50.00
2012103030,ジュンヌフィーユ 　,2012年2月11日,岩戸孝樹 (美浦),サラブレッドクラブ・ラフィアン,タイヘイ牧場,新ひだか町,,ステイゴールド,モトメチャン,アフリート,70.00,70.00
2012103031,ブリエアヴェニール 　,2012年2月26日,加藤和宏 (美浦),岡田牧雄,タイヘイ牧場,新ひだか町,,オペラハウス,モンテチェリー,ホワイトマズル,0.00,760.00
2012103032,シェーネフラウ 　,2012年2月24日,大竹正博 (美浦),ターフ・スポート,タイヘイ牧場,新ひだか町,,ゼンノロブロイ,モンテミウ,ボストンハーバー,280.00,830.00
2012103033,ハッピーノリチャン 　,2012年2月9日,黒岩陽一 (美浦),足立範子,タイヘイ牧場,新ひだか町,,サクラバクシンオー,ラストワルツ,ゼンノロブロイ,325.00,655.00
2012103034, □地ディープアントス 　,2012年2月20日,松浦裕之 (大井),北畑忍,タイヘイ牧場,新ひだか町,"3,675万円 (2012年 セレクトセール)",ディープインパクト,ルンバブギー,Rainbow Quest,0.00,100.00
2012103035,ペブルガーデン 　,2012年4月28日,大竹正博 (美浦),ターフ・スポート,タイヘイ牧場,新ひだか町,,ディープインパクト,ワシントンシティ,Wagon Master,0.00,136.00
2012103036, □地カウベル 　,2012年1月20日,山口竜一 (地方),矢野勇,高橋修,新ひだか町,,ワイルドラッシュ,イシノスイング,リズム,40.00,61.60
2012103037,オートリボーン 　,2012年3月13日,沖芳夫 (栗東),大戸志浦,高橋修,新ひだか町,,ブラックタイド,オートクリス,シンボリクリスエス,0.00,600.00
2012103038,オープニングベルの2012 　,2012年3月7日, ,,高橋修,新ひだか町,315万円 (2013年 北海道サマーセール),バトルプラン,オープニングベル,キングカメハメハ,0,0
2012103039, □地ハーベスト 　,2012年5月26日,恵多谷豊 (北海道),田村誠,高橋修,新ひだか町,,サクラゼウス,サクラアムール,スペシャルウィーク,1.50,1.50
2012103040,サクラエアスター 　,2012年3月1日,金成貴史 (美浦),さくらコマース,高橋修,新ひだか町,,サクラオリオン,サクラセレーネ,サクラローレル,0.00,0.00
2012103041, □地フェリシダーデス 　,2012年3月16日,今津博之 (愛知),増田兼良,高橋修,新ひだか町,,ディープインパクト,ブリスクウェザー,クロフネ,0.00,0.00
2012103042, □地ミヤビヴィグラス 　,2012年3月16日,久保勇 (川崎),村上義勝,高橋修,新ひだか町,,サウスヴィグラス,ミヤビキララ,スペシャルウィーク,0.00,280.00
2012103043,ジョーグラファイト 　,2012年3月20日,中竹和也 (栗東),上田けい子,高橋修,新ひだか町,,クロフネ,ラインクリスタル,ダンスインザダーク,0.00,0.00
2012103044, □地オンブラウニー 　,2012年3月30日, (地方),大黒富美子,高橋ファーム,新ひだか町,,オンファイア,アマノブラウニイー,サクラバクシンオー,96.00,106.30
2012103045, □地ルフレ 　,2012年2月24日,植松則幸 (愛知),太田裕臣,高橋ファーム,新ひだか町,,エンパイアメーカー,エブリシング,マンハッタンカフェ,0.00,240.00
2012103046, □地ゴットモーニング 　,2012年4月19日,角田輝也 (愛知),中村光利,高橋ファーム,新ひだか町,,ケイムホーム,オースミエルフ,オースミタイクーン,255.00,580.00
2012103047, □地ジュメーリイ 　,2012年3月12日,徳本慶一 (兵庫),宮沢健,高橋ファーム,新ひだか町,,ソングオブウインド,コンゴウマドンナ,マーベラスサンデー,73.00,177.60
2012103048,ユウキファルコン 　,2012年3月30日,服部利之 (栗東),雪本秀樹,高橋ファーム,新ひだか町,,アドマイヤコジーン,ユウキフジサン,デュランダル,0.00,0.00
2012103049, □地カシノダイヤ 　,2012年4月19日,山田勇 (佐賀),柏木務,高橋義浩,新ひだか町,84万円 (2013年 北海道オータムセール),ローレルゲレイロ,スイートランラン,フジキセキ,86.90,86.90
2012103050, □地ヒメノエルフ 　,2012年4月6日,田中守 (高知),岡田真一郎,高橋義浩,新ひだか町,105万円 (2013年 北海道オータムセール),オンファイア,ピーチ,グルームダンサー,70.00,70.00
2012103051, □地メラゾーマ 　,2012年1月28日,松浦裕之 (大井),大倉衛,高橋義浩,新ひだか町,,ヴァーミリアン,ミスティラブ,マイネルラヴ,103.50,103.50
2012103052,ロンギヌス 　,2012年3月6日,崎山博樹 (栗東),冨沢敦子,高橋義浩,新ひだか町,,デュランダル,レイナウッド,ボストンハーバー,0.00,0.00
2012103053, □地リズヴェーリョ 　,2012年4月11日,大橋敬永 (笠松),広瀬普,武牧場,新ひだか町,,サムライハート,アフィニティ,サクラバクシンオー,61.50,68.30
2012103054,カネトシルメルシェ 　,2012年4月29日,田中章博 (栗東),兼松利男,武牧場,新ひだか町,525万円 (2013年 北海道オータムセール),キングカメハメハ,エイシンスイレン,サンデーサイレンス,0.00,0.00
2012103055,ヴィブラート 　,2012年4月20日,池添学 (栗東),名古屋友豊,武牧場,新ひだか町,,ゼンノロブロイ,カスターニャ,ジャングルポケット,0.00,0.00
2012103056,スリーアモーラの2012 　,2012年2月23日, ,,武牧場,新ひだか町,,スリーロールス,スリーアモーラ,トワイニング,0,0
2012103057,スリークンビア 　,2012年2月6日,藤沢則雄 (栗東),永井商事,武牧場,新ひだか町,,クロフネ,スリータキオン,アグネスタキオン,0.00,0.00
2012103058,スリーロード 　,2012年2月21日,藤沢則雄 (栗東),永井商事,武牧場,新ひだか町,,スズカフェニックス,スリーローマン,ブライアンズタイム,0.00,0.00
2012103059, □地エネルリリー 　,2012年4月7日,松浦裕之 (大井),江里口弘一郎,武牧場,新ひだか町,,シンボリクリスエス,ゼラニウム,フォーティナイナー,0.00,26.60
2012103060,レオアルテミス 　,2012年3月24日,小野次郎 (美浦),レオ,武牧場,新ひだか町,,クロフネ,ティアドロップス,サンデーサイレンス,0.00,60.00
2012103061, □地サザンソレイユ 　,2012年3月24日,山田義人 (佐賀),宇都宮智治,武牧場,新ひだか町,,サウスヴィグラス,トロピカルラヴ,ダンスインザダーク,0.00,3.20
2012103062, □地シーレッド 　,2012年3月20日,小久保智 (地方),山口裕介,武牧場,新ひだか町,263万円 (2013年 北海道サマーセール),グラスワンダー,ナリタジュエリー,サンデーサイレンス,355.00,459.00
2012103063, □地ナンゴクミチカ 　,2012年4月11日,古賀光範 (佐賀),渡義光,武牧場,新ひだか町,,オンファイア,ナンゴクプラネット,スターオブコジーン,70.00,73.70
2012103064,アルパーシャン 　,2012年2月25日,昆貢 (栗東),エーティー,武牧場,新ひだか町,,キングカメハメハ,パーシャンブルー,サンデーサイレンス,280.00,1290.00
2012103065,ストロングハート 　,2012年3月17日,勢司和浩 (美浦),芹澤精一,武牧場,新ひだか町,,スリーロールス,フラッシュカード,トニービン,0.00,18.70
2012103066, □地スペシャルガール 　,2012年3月20日,今津勝之 (愛知),芹澤精一,武牧場,新ひだか町,368万円 (2013年 北海道サマーセール),スペシャルウィーク,ポンデュガール,フォーティナイナー,0.00,74.80
2012103067,ミスズミラクル 　,2012年1月30日,加藤敬二 (栗東),永井啓弍,武牧場,新ひだか町,,キングカメハメハ,ミエノサンデー,サンデーサイレンス,50.00,119.00
2012103068, □地ヨシミツクン 　,2012年2月23日,鈴木長次 (上山),（株）ファーストビジ,武牧場,新ひだか町,410万円 (2013年 北海道サマーセール),エイシンデピュティ,レモンリーフ,リンドシェーバー,0.00,24.00
2012103069,コウユーココロザシ 　,2012年5月13日,石栗龍彦 (美浦),加治屋貞光,武岡農場,新ひだか町,,ショウナンカンプ,キセキノメガミ,フジキセキ,0.00,0.00
2012103070, □地アロマベール 　,2012年4月10日,角田輝也 (愛知),（同）ＪＰＮ技研,田中静一,新ひだか町,,オンファイア,アロマジュエリー,グラスワンダー,706.00,1093.50
2012103071, □地シャトークロエ 　,2012年4月15日,伊藤強一 (笠松),（同）ＪＰＮ技研,田中静一,新ひだか町,,サムライハート,ソフトタッチ,アフリート,0.00,190.30
2012103072, □地パルパルムツミ 　,2012年1月18日,工藤裕孝 (岩手),内田玄祥,田中裕之,新ひだか町,,ハーツクライ,キャサリンクリスタ,クリスタルグリッターズ,0.00,0.00
2012103073, □地エースグラティア 　,2012年4月5日,別府真司 (高知),（有）オート・エース,田中裕之,新ひだか町,263万円 (2013年 北海道サマーセール),ディープスカイ,ケイアイリュージン,グルームダンサー,137.00,137.00
2012103074,ヌングロース 　,2012年3月12日,石栗龍彦 (美浦),湯浅徳昭,田中裕之,新ひだか町,,ハービンジャー,ジェネスタキオン,アグネスタキオン,0.00,0.00
2012103075, □地ローズマダー 　,2012年4月21日,林正人 (船橋),増田和啓,田中裕之,新ひだか町,263万円 (2013年 北海道サマーセール),ヴァーミリアン,ジョーシナリー,ノーザンテースト,98.20,110.20
2012103076,シップーコウライ 　,2012年4月7日,野中賢二 (栗東),ヌデ嶋孝司,田中裕之,新ひだか町,,バゴ,タフネススター,ラグビーボール,330.00,635.00
2012103077,バブリングブライドの2012 　,2012年2月11日, ,,田中裕之,新ひだか町,,タニノギムレット,バブリングブライド,バブルガムフェロー,0,0
2012103078,パキータの2012 　,2012年4月16日, ,,田中裕之,新ひだか町,,チチカステナンゴ,パキータ,スペシャルウィーク,0,0
2012103079,パルパルパピヨン 　,2012年4月1日,尾形和幸 (美浦),堀口晴男,田中裕之,新ひだか町,210万円 (2013年 北海道サマーセール),ゴールドアリュール,ビジューブリアン,メジロマックイーン,160.00,1040.00
2012103080,スナークメジャー 　,2012年1月22日,川村禎彦 (栗東),杉本豊,田中裕之,新ひだか町,788万円 (2013年 北海道サマーセール),ダイワメジャー,フェアリーステップ,Dixieland Band,110.00,110.00
2012103081, □地シグラップジュエル 　,2012年4月4日,山内和明 (愛知),杉浦和也,田中裕之,新ひだか町,,タニノギムレット,プルメリアチャーム,キングカメハメハ,70.00,70.00
2012103082,ラストシンデレラ 　,2012年5月27日,松永康利 (美浦),スリースターズレーシング,田中裕之,新ひだか町,263万円 (2013年 北海道オータムセール),ディープスカイ,マイネシンデレラ,タマモクロス,0.00,50.00
2012103083, □地ハツデン 　,2012年3月12日,本間光雄 (浦和),穂積征七,田中裕之,新ひだか町,335万円 (2014年 北海道トレーニングセール),コンデュイット,ミキティスター,チーフベアハート,234.00,234.00
2012103084, □地ムツミサムソン 　,2012年5月4日,徳本慶一 (地方),藤井睦夫,田中裕之,新ひだか町,,メイショウサムソン,ムツミマーベラス,マーベラスサンデー,0.00,60.00
2012103085,ユメハステズニ 　,2012年2月29日,高橋祥泰 (美浦),小田切有一,田中裕之,新ひだか町,,オレハマッテルゼ,ユメミツキ,トワイニング,0.00,0.00
2012103086,テイエムセンシャ 　,2012年2月27日,石栗龍彦 (美浦),竹園正繼,田中裕之,新ひだか町,420万円 (2013年 北海道サマーセール),クロフネ,ラッキーマーメイド,フジキセキ,0.00,0.00
2012103087,コスモタタン 　,2012年3月23日,和田雄二 (美浦),ビッグレッドファーム,棚川光男,新ひだか町,368万円 (2013年 北海道サマーセール),ショウナンカンプ,アップルトウショウ,アンバーシャダイ,0.00,0.00
2012103088,カスクストレングス 　,2012年4月5日,田中清隆 (美浦),芹澤精一,棚川光男,新ひだか町,462万円 (2013年 北海道サマーセール),エイシンサンディ,イシノショウジ,サクラユタカオー,620.00,1170.00
2012103089, □地ハイパワーストーム 　,2012年4月23日,佐々木功 (船橋),潤間力夫,棚川光男,新ひだか町,,スタチューオブリバティ,ハイパワーグレイス,スキャン,0.00,105.00
2012103090, □地ルミナスギャラン 　,2012年3月21日,藤田正治 (笠松),小林都美子,棚川光男,新ひだか町,431万円 (2013年 北海道オータムセール),ソングオブウインド,ミスチフ,クロフネ,0.00,0.00
2012103091, □地リゾートライン 　,2012年4月27日,菅原右吉 (岩手),古谷剛彦,谷岡スタット,新ひだか町,,サクラオリオン,サクラインプルーブ,サクラプレジデント,0.00,36.00
2012103092, □地サクラエクレール 　,2012年4月30日,渡辺和雄 (地方),古谷剛彦,谷岡スタット,新ひだか町,,サクラゼウス,サクラヴィーナス,フジキセキ,70.00,145.00
2012103093, □地サクラティンクル 　,2012年4月3日,渡辺和雄 (大井),（株）さくらコマース,谷岡スタット,新ひだか町,,ステイゴールド,サクラキャンドル,サクラユタカオー,0.00,75.00
2012103094, □地バルモラル 　,2012年3月25日,山本和之 (兵庫),花水辰夫,谷岡スタット,新ひだか町,,サクラゼウス,サクラジャスパー,サクラチトセオー,32.00,93.50
2012103095, □地サクラクロノス 　,2012年3月21日,田中正二 (北海道),谷岡真喜,谷岡スタット,新ひだか町,,サクラゼウス,サクラスウィープ,グラスワンダー,0.00,0.00
2012103096, □地パンスターズ 　,2012年2月7日,菅原欣也 (栃木),（同）ＪＰＮ技研,谷岡スタット,新ひだか町,,サクラオリオン,サクラタキオン,アグネスタキオン,0.00,0.00
2012103097, □地サクラベラドンナ 　,2012年3月27日,城地俊光 (岩手),藤村忠三郎,谷岡スタット,新ひだか町,,サクラオリオン,サクラテンシ,サンデーサイレンス,0.00,0.00
2012103098, □地プラチナグルーム 　,2012年3月5日,荒井朋弘 (大井),谷謙介,谷岡スタット,新ひだか町,,ストラヴィンスキー,サクラプラチナ,サンデーサイレンス,32.80,164.20
2012103099, □地ガールズ 　,2012年2月25日,佐藤賢二 (船橋),長谷川文夫,谷岡スタット,新ひだか町,,グラスワンダー,サクラメガマックス,クロフネ,0.00,0.00
2012103100, □地サクラライトニング 　,2012年5月7日,山崎裕也 (川崎),谷岡真喜,谷岡スタット,新ひだか町,,サクラプレジデント,サクラレイリ,サクラバクシンオー,180.00,180.00
