Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2013103944,クリプトスコード 　,2013年4月19日,田島俊明 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,ロージズインメイ,クラックコード,ダンスインザダーク,600.00,1175.00
2013103945,クロースハーモニーの2013 　,2013年4月6日, ,,岡田スタッド,新ひだか町,108万円 (2014年 北海道オータムセール),カンパニー,クロースハーモニー,キャプテンスティーヴ,0,0
2013103946,サドルオン 　,2013年5月9日,武藤善則 (美浦),前田幸治,岡田スタッド,新ひだか町,"2,700万円 (2014年 セレクトセール)",ステイゴールド,ケリーケイズプレジャー,Kelly Kip,0.00,180.00
2013103947,シュティルヴァルト 　,2013年4月8日,栗田徹 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,ジャングルポケット,サイレンスブランド,サンデーサイレンス,120.00,680.00
2013103948,ヴィーナスベルト 　,2013年5月19日,尾形和幸 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,コンデュイット,サウスティーダ,アドマイヤベガ,0.00,120.00
2013103949,エスカラード 　,2013年3月27日,鈴木孝志 (栗東),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,ナカヤマフェスタ,ザッツザウェイ,フサイチコンコルド,0.00,0.00
2013103950,リルティングインク 　,2013年4月12日,高野友和 (栗東),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,マツリダゴッホ,ザラストドロップ,ヤマニンスキー,0.00,600.00
2013103951,エクラミレネール 　,2013年2月11日,高橋裕 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,マツリダゴッホ,シャトーサウザンド,プラウドデボネア,630.00,3372.70
2013103952,プレシャスタイム 　,2013年3月28日,藤沢則雄 (栗東),小原該一,岡田スタッド,新ひだか町,,ロージズインメイ,シルキードルチェ,パレスミュージック,0.00,0.00
2013103953,ムーンシャイナー 　,2013年5月12日,池上昌和 (美浦),岡田壮史,岡田スタッド,新ひだか町,,ロージズインメイ,シングムーン,Cryptoclearance,0.00,198.00
2013103954,サニーデイヒーロー 　,2013年2月6日,菊川正達 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,マツリダゴッホ,ジャスミンリーフ,ヘクタープロテクター,0.00,500.00
2013103955,ジョースマイルの2013 　,2013年1月28日, ,,岡田スタッド,新ひだか町,324万円 (2014年 北海道サマーセール),ナカヤマフェスタ,ジョースマイル,ホワイトマズル,0,0
2013103956,ナヴラトリ 　,2013年5月28日,奥村豊 (栗東),田上雅春,岡田スタッド,新ひだか町,,ヴァーミリアン,スヴレッタ,Nureyev,0.00,150.00
2013103957,トーコーブリザード 　,2013年2月3日,橋田満 (栗東),森田藤治,岡田スタッド,新ひだか町,"2,592万円 (2014年 セレクトセール)",マツリダゴッホ,スノースタイル,ホワイトマズル,0.00,0.00
2013103958,シンキングダンサー 　,2013年3月10日,武市康男 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,コンデュイット,スプリングボード,アサティス,180.00,430.00
2013103959,ラスカルグレイ 　,2013年5月8日,木村哲也 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,ショウナンカンプ,スマーティコジーン,Cozzene,200.00,700.00
2013103960,アップアストーム 　,2013年5月15日,栗田博憲 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,コンデュイット,スマートストーム,アグネスタキオン,0.00,0.00
2013103961,ブランデーグラス 　,2013年4月19日,牧光二 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,オレハマッテルゼ,ズブロッカ,アグネスデジタル,500.00,500.00
2013103962,ローゼンタール 　,2013年3月8日,森田直行 (栗東),岡田牧雄,岡田スタッド,新ひだか町,,ロージズインメイ,タニノエクセレント,ブライアンズタイム,0.00,405.00
2013103963,ラタンドレス 　,2013年3月2日,山内研二 (栗東),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,エンパイアメーカー,タニノカリス,ジェネラス,0.00,700.00
2013103964,アップトゥイレヴン 　,2013年4月23日,栗田博憲 (美浦),岡田壮史,岡田スタッド,新ひだか町,,コンデュイット,タニノジャドール,サンデーサイレンス,110.00,160.00
2013103965,ファインキャプテン 　,2013年2月13日,菊川正達 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,マツリダゴッホ,タニノジュレップ,コロナドズクエスト,260.00,720.00
2013103966,エーデルメイシュ 　,2013年1月31日,奥村武 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,"1,260万円 (2013年 セレクトセール)",ヴィクトワールピサ,タニノハイクレア,クロフネ,0.00,790.00
2013103967, □地ウマミン 　,2013年5月8日,斉藤正弘 (北海道),水田栄之助,岡田スタッド,新ひだか町,,コンデュイット,タニノホロホロ,トニービン,28.00,66.30
2013103968,ゴールドサミット 　,2013年1月23日,加藤和宏 (美浦),西森道男,岡田スタッド,新ひだか町,,マツリダゴッホ,タニノローゼ,ジェネラス,0.00,0.00
2013103969,ゴーフォワード 　,2013年4月17日,松永昌博 (栗東),前田剛,岡田スタッド,新ひだか町,,マツリダゴッホ,タマヒカル,パラダイスクリーク,335.00,590.00
2013103970,レパーズタウン 　,2013年2月23日,中舘英二 (美浦),岡田壮史,岡田スタッド,新ひだか町,,マツリダゴッホ,ダフィーナ,Mtoto,0.00,270.00
2013103971,ジェイラー 　,2013年5月14日,菊川正達 (美浦),岡田壮史,岡田スタッド,新ひだか町,,マツリダゴッホ,チェアユーアップ,エアジハード,0.00,575.00
2013103972,フィオレンツァ 　,2013年2月6日,清水英克 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,グラスワンダー,チェリーラブ,サクラユタカオー,0.00,7.00
2013103973,ワンスインナムーン 　,2013年2月1日,斎藤誠 (美浦),諸江幸祐,岡田スタッド,新ひだか町,,アドマイヤムーン,ツーデイズノーチス,ヘクタープロテクター,1112.20,2242.20
2013103974,シカイリョーコー 　,2013年4月3日,栗田博憲 (美浦),田上雅春,岡田スタッド,新ひだか町,,スウェプトオーヴァーボード,テイエムブルーアイ,サンデーサイレンス,0.00,125.00
2013103975,オレンジガール 　,2013年4月11日,粕谷昌央 (美浦),樋口正蔵,岡田スタッド,新ひだか町,324万円 (2015年 北海道トレーニングセール),ショウナンカンプ,ディコーラム,フレンチグローリー,0.00,75.00
2013103976,デオグラシアス 　,2013年2月9日,栗田博憲 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,アドマイヤコジーン,デオ,フサイチコンコルド,0.00,0.00
2013103977,オリエンタルアデル 　,2013年4月15日,栗田博憲 (美浦),岡田牧雄,岡田スタッド,新ひだか町,,コンデュイット,トウヨウロイヤル,ロイヤルアカデミーII,0.00,0.00
2013103978,アソングフォーユー 　,2013年4月23日,堀井雅広 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,マツリダゴッホ,トーセンフォーユー,トニービン,0.00,130.00
2013103979,ユメミグサ 　,2013年5月3日,渡辺薫彦 (栗東),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,アグネスデジタル,ナショナルフラワー,アグネスタキオン,0.00,0.00
2013103980,ホワイトホイール 　,2013年1月26日,栗田徹 (美浦),鈴木芳夫,岡田スタッド,新ひだか町,,ホワイトマズル,ネオヴェリーフェズ,ネオユニヴァース,0.00,0.00
2013103981, □地コンバットダイヤ 　,2013年2月5日,工藤伸輔 (浦和),（株）ウェルネット,岡田スタッド,新ひだか町,,ホワイトマズル,ハルエサン,ジョリーズヘイロー,20.00,87.70
2013103982, □地スキダッタ 　,2013年2月26日,村上頼章 (大井),伊藤平八,岡田スタッド,新ひだか町,,メイショウボーラー,バブルガムレディ,バブルガムフェロー,25.00,25.00
2013103983,ヨイミヤ 　,2013年3月13日,高橋祥泰 (美浦),ミルファーム,岡田スタッド,新ひだか町,108万円 (2014年 北海道オータムセール),マツリダゴッホ,パリージョ,タイキシャトル,610.00,1435.00
2013103984, □地カスタムポーラ 　,2013年3月15日,飯田弘道 (岩手),大黒富美子,岡田スタッド,新ひだか町,,マツリダゴッホ,ビューティフルアイ,フサイチコンコルド,19.60,74.60
2013103985, □地アエノカガヤキ 　,2013年2月5日,田中道夫 (兵庫),角井紀夫,キューピットファーム,新ひだか町,86万円 (2014年 北海道オータムセール),マツリダゴッホ,フィフティーンラブ,コマンダーインチーフ,20.00,20.00
2013103986,フサイチジェットの2013 　,2013年4月23日, ,,岡田スタッド,新ひだか町,,マツリダゴッホ,フサイチジェット,Gilded Time,0,0
2013103987,マグレブ 　,2013年4月12日,土田稔 (美浦),ノルマンディーサラブレッドレーシング,岡田スタッド,新ひだか町,,マツリダゴッホ,フサイチリニモ,ジャングルポケット,0.00,0.00
2013103988,ハミルトンパーク 　,2013年4月2日,牧光二 (美浦),コロンバスサークル,岡田スタッド,新ひだか町,,ジャングルポケット,フランシール,アグネスタキオン,0.00,301.00
2013103989, □地マイガーディアン 　,2013年3月4日,菅原欣也 (栃木),（同）ＪＰＮ技研,岡田スタッド,新ひだか町,,マツリダゴッホ,ブリュメール,ティンバーカントリー,110.00,111.40
2013103990, □地フセノゴールド 　,2013年3月19日,盛本信春 (地方),池田守,岡田スタッド,新ひだか町,,ファスリエフ,ブルーミングガール,サクラバクシンオー,3.60,3.60
2013103991,センショウレイナ 　,2013年3月9日,笹田和秀 (栗東),川勝裕之,岡田スタッド,新ひだか町,,ハービンジャー,ブルーリッジリバー,フジキセキ,70.00,820.00
2013103992, □地ダンツワイズ 　,2013年2月8日,古賀光範 (佐賀),山元哲二,岡田スタッド,新ひだか町,486万円 (2014年 北海道サマーセール),ロージズインメイ,プリティダンス,ダンスインザダーク,0.00,27.70
2013103993,プレシャスエース 　,2013年3月18日,栗田博憲 (美浦),鈴木芳夫,岡田スタッド,新ひだか町,,マツリダゴッホ,プレシャスドロップ,フレンチデピュティ,775.00,1065.00
2013103994, □地ラブタリスマン 　,2013年3月6日,畠山信一 (岩手),内山一郎,岡田スタッド,新ひだか町,,コンデュイット,ヘヴンリービーナス,フジキセキ,0.00,0.00
2013103995,ヒロンスキー 　,2013年3月12日,宮徹 (栗東),熊澤浩樹,岡田スタッド,新ひだか町,,マツリダゴッホ,マチカネヒザクラ,デインヒル,0.00,0.00
2013103996, □地ラヴインパレス 　,2013年4月8日,宗形竹見 (大井),（株）レックス,岡田スタッド,新ひだか町,,ファスリエフ,マルカデスティニー,サンデーサイレンス,84.00,192.00
2013103997, □地ミーアンドチー 　,2013年4月8日,町野良隆 (笠松),（同）ＪＰＮ技研,岡田スタッド,新ひだか町,151万円 (2015年 北海道トレーニングセール),マツリダゴッホ,ミッドキャップ,アントレプレナー,27.80,73.50
2013103998, □地カヤドーメジャー 　,2013年4月12日,後藤正義 (地方),黒沢尚,岡田スタッド,新ひだか町,540万円 (2015年 北海道トレーニングセール),ダイワメジャー,ムーニーポンズ,Mizzen Mast,0.00,1.70
2013103999,ミッキーグローリー 　,2013年4月3日,国枝栄 (美浦),野田みづき,岡田スタッド,新ひだか町,"7,140万円 (2013年 セレクトセール)",ディープインパクト,メリッサ,ホワイトマズル,180.00,1852.90
2013104000,ネクストステージ 　,2013年3月18日,粕谷昌央 (美浦),岡田壮史,岡田スタッド,新ひだか町,,マツリダゴッホ,ヤマサラグランジュ,サクラバクシンオー,0.00,0.00
2013104001,ラチェット 　,2013年2月15日,和田雄二 (美浦),荻伏服部牧場,岡田スタッド,新ひだか町,162万円 (2014年 北海道オータムセール),フレンチデピュティ,ライフブリーズ,ステイゴールド,200.00,200.00
2013104002, □地ラヴァーズファイト 　,2013年4月14日,小森勝政 (笠松),谷謙介,岡田スタッド,新ひだか町,151万円 (2015年 北海道トレーニングセール),コンデュイット,ラヴァーズテーラー,タニノギムレット,18.70,18.70
2013104003,ダンツエンペラー 　,2013年3月18日,本田優 (栗東),山元哲二,岡田スタッド,新ひだか町,648万円 (2014年 北海道サマーセール),ヴァーミリアン,ラドランファーマ,ホワイトマズル,880.00,952.00
2013104004, □地ベルティーグル 　,2013年3月5日,田中道夫 (兵庫),松岡幸男,岡田スタッド,新ひだか町,162万円 (2014年 北海道オータムセール),ロージズインメイ,リスティアエーデル,フジキセキ,16.00,16.00
2013104005,チチェルキア 　,2013年3月23日,吉村圭司 (栗東),市川義美ホールディングス,岡田スタッド,新ひだか町,648万円 (2015年 千葉サラブレッド・セール),ロージズインメイ,リトルビスケット,タニノギムレット,110.00,110.00
2013104006,ルリエールの2013 　,2013年2月16日, ,,岡田スタッド,新ひだか町,,アドマイヤマックス,ルリエール,ジャングルポケット,0,0
2013104007,ミュートエアー 　,2013年4月1日,和田正道 (美浦),岡田壮史,岡田スタッド,新ひだか町,,ジャングルポケット,レットイットスノー,ハーツクライ,0.00,450.00
2013104008,チェルカービレ 　,2013年4月21日,古賀慎明 (美浦),原禮子,岡田スタッド,新ひだか町,,ダイワメジャー,レッドルンバ,Red Ransom,0.00,450.00
2013104009, □地ストリートギャング 　,2013年5月1日,岡野尚光 (大井),（株）入倉興業,岡田スタッド,新ひだか町,184万円 (2014年 北海道オータムセール),コンデュイット,ロココスタイル,サンデーサイレンス,37.50,126.00
2013104010, □地アロマデロサス 　,2013年5月7日,室井真文 (金沢),（株）ファーストビジ,岡田スタッド,新ひだか町,,マツリダゴッホ,ローズウッド,ホワイトマズル,9.10,9.10
2013104011,ミサキ 　,2013年4月4日,平田修 (栗東),原禮子,岡田スタッド,新ひだか町,,ワークフォース,ワイキューブ,アグネスタキオン,0.00,0.00
2013104012, □地フレンドシスター 　,2013年4月18日,上杉昌宏 (大井),横尾晴人,岡田猛,新ひだか町,194万円 (2014年 北海道サマーセール),シニスターミニスター,エントラップメア,ティッカネン,198.00,298.00
2013104013,インザサイレンス 　,2013年5月22日,佐藤正雄 (栗東),岡田隆寛,岡田猛,新ひだか町,,リキアイサイレンス,カーリービッド,ティッカネン,380.00,1230.00
2013104014, □地ラガーエミリー 　,2013年4月21日,尾林幸二 (兵庫),奥村啓二,岡田猛,新ひだか町,,ブラックタイド,チャームオペラ,テイエムオペラオー,0.00,105.00
2013104015, □地アートオブタイム 　,2013年5月23日,織田誠 (兵庫),長浜和也,岡田猛,新ひだか町,,リキアイワカタカ,プライベートタイム,ブライアンズタイム,46.70,69.00
2013104016,エターナルユース 　,2013年5月4日,宮徹 (栗東),ヒダカ・ブリーダーズ・ユニオン,岡田牧場,新ひだか町,,クロフネ,アマランス,サンデーサイレンス,700.00,700.00
2013104017,マーブルフレンテ 　,2013年2月22日,池添兼雄 (栗東),下村直,岡田牧場,新ひだか町,832万円 (2014年 北海道サマーセール),キンシャサノキセキ,アルフレンテ,スキャン,595.00,595.00
2013104018,タンブルウィード 　,2013年3月3日,佐藤正雄 (栗東),村上稔,岡田牧場,新ひだか町,626万円 (2014年 北海道サマーセール),シニスターミニスター,アートオブダンサー,サウスヴィグラス,0.00,0.00
2013104019, □地ミッドジェラート 　,2013年2月8日,内田勝義 (川崎),宮崎利男,岡田牧場,新ひだか町,,シニスターミニスター,エクスキタテヤマ,フォーティナイナー,200.00,230.00
2013104020,オースミマルス 　,2013年3月13日,加藤敬二 (栗東),オースミ,岡田牧場,新ひだか町,,ジャングルポケット,オースミマコ,フレンチデピュティ,0.00,247.00
2013104021,モズサンライズ 　,2013年5月10日,森秀行 (栗東),キャピタル・システム,岡田牧場,新ひだか町,"1,145万円 (2014年 北海道セレクションセール)",サウスヴィグラス,カルメン,アンバーシャダイ,0.00,0.00
2013104022, □地アートオブスノー 　,2013年3月18日,佐藤裕太 (船橋),岡田隆寛,岡田牧場,新ひだか町,,プリサイスエンド,カーサエスペランサ,King's Best,450.00,473.40
2013104023,メイショウアタカマ 　,2013年2月18日,本田優 (栗東),松本好雄,岡田牧場,新ひだか町,,マツリダゴッホ,キタノツムジカゼ,アフリート,0.00,600.00
2013104024,アカプルコノユウヒ 　,2013年2月21日,清水英克 (美浦),嶋田賢,岡田牧場,新ひだか町,,フォーティナイナーズサン,クインズプライド,グラスワンダー,0.00,200.00
2013104025,プレイヤーサムソン 　,2013年2月7日,大和田成 (美浦),嶋田賢,岡田牧場,新ひだか町,,メイショウサムソン,クインズプレイヤー,トウカイテイオー,980.00,980.00
2013104026,ラズールリッキー 　,2013年5月21日,武井亮 (美浦),岡田牧雄,岡田牧場,新ひだか町,130万円 (2014年 北海道オータムセール),スタチューオブリバティ,コリンズグラス,グラスワンダー,2375.70,3813.30
2013104027,グランセノーテ 　,2013年5月4日,鮫島一歩 (栗東),安原浩司,岡田牧場,新ひだか町,,ゴールドアリュール,コーディーライン,Miswaki,0.00,202.00
2013104028,アートオブサイン 　,2013年4月19日, ,,岡田牧場,新ひだか町,,リキアイサイレンス,サインヒア,Private Terms,0,0
2013104029, □地ノアズキープ 　,2013年2月17日,加藤和義 (地方),東邦男,岡田牧場,新ひだか町,,ジャイアントレッカー,サンドヴィーナス,マンハッタンカフェ,68.00,91.80
2013104030,ホシルミエール 　,2013年2月12日,庄野靖志 (栗東),永井冨佐子,岡田牧場,新ひだか町,918万円 (2014年 北海道サマーセール),ヴァーミリアン,ジュエリークイーン,フサイチコンコルド,0.00,0.00
2013104031,スプレーモゲレイロ 　,2013年4月13日,佐藤正雄 (栗東),ヒダカ・ブリーダーズ・ユニオン,岡田牧場,新ひだか町,,ローレルゲレイロ,スキャニングジョイ,スキャン,50.00,160.00
2013104032,アポロリュウセイ 　,2013年3月22日,岩戸孝樹 (美浦),アポロサラブレッドクラブ,岡田牧場,新ひだか町,,ジャイアントレッカー,ゼリービーン,タイキシャトル,0.00,458.00
2013104033, □地ホワイトマウンテン 　,2013年2月11日,奥高平 (金沢),酒井孝敏,岡田牧場,新ひだか町,,ホワイトマズル,ソプランマリダフ,Persian Bold,13.40,18.60
2013104034,ターフィーの2013 　,2013年5月5日, ,,岡田牧場,新ひだか町,,ベーカバド,ターフィー,Gone West,0,0
2013104035, □地マユノアンサー 　,2013年4月10日,尾島徹 (笠松),辻祐二,岡田牧場,新ひだか町,,ホワイトマズル,ダイタクヴォーグ,パントレセレブル,51.80,82.10
2013104036, □地オオタカ 　,2013年3月5日,宇野木数 (浦和),中村隆一,岡田牧場,新ひだか町,443万円 (2014年 北海道オータムセール),ジャイアントレッカー,チャームピクチャー,ダンスインザダーク,358.50,557.00
2013104037,タマモペンライト 　,2013年3月16日,池添兼雄 (栗東),タマモ,岡田牧場,新ひだか町,,ブラックタイド,チャームライト,ワイルドラッシュ,110.00,480.00
2013104038,ナリタマカニ 　,2013年5月14日,宮本博 (栗東),オースミ,岡田牧場,新ひだか町,,ワークフォース,ナリタジューン,フジキセキ,0.00,60.00
2013104039, □地コパデグレース 　,2013年2月16日,東真市 (佐賀),鳥飼慶一,岡田牧場,新ひだか町,302万円 (2014年 北海道オータムセール),タイキシャトル,ネバーグレイス,スキャターザゴールド,0.00,40.30
2013104040,アンダルーサ 　,2013年3月21日,石栗龍彦 (美浦),岡田隆寛,岡田牧場,新ひだか町,,ジャイアントレッカー,ノクターン,クリスタルグリッターズ,0,0
2013104041,ブランペスカ 　,2013年2月26日,角田晃一 (栗東),ユーモード,岡田牧場,新ひだか町,,マヤノトップガン,ノーザンジュン,クロフネ,0,0
2013104042,フジコハルビヨリ 　,2013年2月2日,伊藤伸一 (美浦),荒木誠,岡田牧場,新ひだか町,,ホワイトマズル,フジビヨリ,フジキセキ,0.00,0.00
2013104043, □地グレイスマロン 　,2013年2月19日,村上頼章 (大井),村上憲政,岡田牧場,新ひだか町,281万円 (2014年 北海道オータムセール),サウスヴィグラス,フライングビーン,グラスワンダー,160.50,160.50
2013104044,ツーエムレジェンド 　,2013年2月24日,池添兼雄 (栗東),水谷昌晃,岡田牧場,新ひだか町,626万円 (2014年 北海道サマーセール),フレンチデピュティ,プリンセスイブ,バブルガムフェロー,610.00,1330.00
2013104045,ロバストミノル 　,2013年2月22日,本田優 (栗東),吉岡實,岡田牧場,新ひだか町,,ゴールドアリュール,ホットフレイバー,タバスコキャット,0.00,200.00
2013104046, □地ラサンタクルス 　,2013年5月2日,高岩孝敏 (大井),杉浦和也,岡田牧場,新ひだか町,,ゼンノロブロイ,ホーリーミスト,エルコンドルパサー,31.10,134.30
2013104047,アークマイニング 　,2013年4月17日,大根田裕 (栗東),門野文典,岡田牧場,新ひだか町,551万円 (2015年 北海道トレーニングセール),カネヒキリ,マスターマイン,Belong to Me,330.00,380.00
2013104048, □地ミキノカンタータ 　,2013年3月29日,井上哲 (愛知),谷口久和,岡田牧場,新ひだか町,,ジャングルポケット,ミキノセレナーデ,コロナドズクエスト,0.00,4.60
2013104049,ルールチェリッシュ 　,2013年4月5日,北出成人 (栗東),儀賀昭三,岡田牧場,新ひだか町,508万円 (2015年 北海道トレーニングセール),アグネスデジタル,ヤマカツサクラ,フジキセキ,0.00,0.00
2013104050,ヤマカツトップガン 　,2013年2月25日,池添兼雄 (栗東),駒秀,岡田牧場,新ひだか町,,ジャングルポケット,ヤマカツマヤリス,クロフネ,0.00,0.00
2013104051,ヤマカツサファイヤ 　,2013年3月9日,池添兼雄 (栗東),山田博康,岡田牧場,新ひだか町,,マンハッタンカフェ,ヤマカツマリリン,グラスワンダー,235.00,905.00
2013104052, □地ジャスタードリーム 　,2013年3月10日,大橋敬永 (笠松),辻祐二,岡田牧場,新ひだか町,270万円 (2015年 北海道トレーニングセール),ホワイトマズル,ランバダビーン,シニスターミニスター,29.80,32.10
2013104053,マリンランプ 　,2013年3月18日,西村真幸 (栗東),小林正和,岡田牧場,新ひだか町,324万円 (2015年 北海道トレーニングセール),スウェプトオーヴァーボード,レーシングホステス,マヤノトップガン,0.00,0.00
2013104054,カプチーノコースト 　,2013年2月19日,佐藤正雄 (栗東),村上憲政,岡田牧場,新ひだか町,,ヴァーミリアン,ロメラ,サクラバクシンオー,0.00,0.00
2013104055,ケイティブレイブ 　,2013年5月11日,目野哲也 (栗東),瀧本和義,岡野牧場,新ひだか町,,アドマイヤマックス,ケイティローレル,サクラローレル,1308.30,5552.80
2013104056, □地レイホーウエーブ 　,2013年5月13日,森下淳平 (大井),永井啓弍,岡野牧場,新ひだか町,,スズカマンボ,サンウインダー,アフリート,106.50,106.50
2013104057,レイホーレイク 　,2013年4月11日,木原一良 (栗東),永井啓弍,岡野牧場,新ひだか町,,バトルプラン,サンレイキセキ,フジキセキ,0.00,0.00
2013104058,スリーベアハート 　,2013年4月16日,湯窪幸雄 (栗東),永井商事,岡野牧場,新ひだか町,,スズカマンボ,スリーネーション,チーフベアハート,0.00,0.00
2013104059, □地キミノマリア 　,2013年2月25日,桜井今朝 (愛知),尾上輝久,小倉光博,新ひだか町,,カリズマティック,クロフネマリア,クロフネ,215.60,273.80
2013104060, □地メイクサムノイズ 　,2013年3月14日,新子雅司 (兵庫),小林秀樹,小倉光博,新ひだか町,659万円 (2014年 北海道オータムセール),ローエングリン,スカーレットミカ,アドマイヤベガ,180.00,180.00
2013104061, □地マートレット 　,2013年3月29日,溝橋利喜 (兵庫),組）オールザベスト組,小倉光博,新ひだか町,,トーセンダンス,トーハルミツル,ジェネラス,0.00,36.00
2013104062,ヴァイスクリガー 　,2013年4月2日,高橋文雅 (美浦),鈴木康弘,小倉光博,新ひだか町,324万円 (2014年 北海道サマーセール),キャプテントゥーレ,バトルキクヒメ,ホワイトマズル,0.00,175.00
2013104063,ネコダンサー 　,2013年5月4日,堀井雅広 (美浦),桐谷茂,落合一巳,新ひだか町,,ブラックタイド,スイートリヴァー,パラダイスクリーク,500.00,1112.00
2013104064, □地ガンバルスマート 　,2013年4月3日,宮浦正行 (大井),江崎聡,鹿嶋牧場,新ひだか町,,スマートボーイ,スマートエッグ,デヒア,118.60,229.10
2013104065,マターラミツルの2013 　,2013年2月7日, ,,鹿嶋牧場,新ひだか町,108万円 (2014年 北海道サマーセール),スクリーンヒーロー,マターラミツル,メジロマックイーン,0,0
2013104066, □地ポントゥーン 　,2013年4月7日,村上頼章 (大井),山地真吾,鹿嶋牧場,新ひだか町,184万円 (2014年 北海道オータムセール),メジロベイリー,メビウスリング,ムタファーウエク,88.50,88.50
2013104067, □地ソウダイショウ 　,2013年3月27日,板垣吉則 (岩手),広松金次,鹿嶋牧場,新ひだか,,ゴールドヘイロー,リバービックワン,サンシャインフォーエヴァー,338.50,359.70
2013104068, □地ダイリュウアマゾン 　,2013年4月4日,佐藤賢二 (地方),大野龍,カタオカステーブル,新ひだか町,,ベーカバド,キタサンアマゾン,クロフネ,0.00,66.00
2013104069, □地フェスティヴムード 　,2013年3月28日,林和弘 (北海道),堂守貴志,カタオカステーブル,新ひだか町,378万円 (2015年 北海道トレーニングセール),メイショウボーラー,キタサンスズラン,アルカセット,0.00,15.50
2013104070,キホンハシコ 　,2013年3月22日,鈴木伸尋 (美浦),芳賀克也,カタオカステーブル,新ひだか町,454万円 (2015年 北海道トレーニングセール),ファスリエフ,キタサンレター,タニノギムレット,280.00,350.00
2013104071, □地オダツ 　,2013年2月28日,東真市 (佐賀),原大栄,カタオカステーブル,新ひだか町,,アジュディミツオー,サンデーシャドウ,ビッグサンデー,231.70,396.70
2013104072,アイスクリン 　,2013年4月29日,中舘英二 (美浦),高橋文男,カタオカステーブル,新ひだか町,"1,188万円 (2015年 JRAブリーズアップセール)",アンライバルド,ナイキクレイバー,Hawk Wing,0.00,0.00
2013104073,ナイキチャーミングの2013 　,2013年3月31日, ,,カタオカステーブル,新ひだか町,,マツリダゴッホ,ナイキチャーミング,ディアブロ,0,0
2013104074,マルハチディーヴァの2013 　,2013年4月28日, ,,カタオカステーブル,新ひだか町,,バトルプラン,マルハチディーヴァ,ディアブロ,0,0
2013104075, □地キノドン 　,2013年4月5日,佐藤賢二 (船橋),組）寿組合,カタオカステーブル,新ひだか町,,ソングオブウインド,ユアカラー,ジェイドロバリー,204.50,286.10
2013104076,カシノスナイパー 　,2013年4月26日,二本柳俊 (美浦),柏木務,片岡博,新ひだか町,259万円 (2014年 北海道サマーセール),キンシャサノキセキ,エムオービクトリー,マイネルラヴ,0.00,0.00
2013104077,スーサンブルース 　,2013年4月20日,岩元市三 (栗東),田畑利彦,片岡博,新ひだか町,,キングカメハメハ,クインネージュ,フジキセキ,0.00,0.00
2013104078, □地テイエムオリオン 　,2013年4月3日,竹之下昭 (愛知),竹園正繼,片岡博,新ひだか町,108万円 (2014年 北海道オータムセール),サクラオリオン,サクラオンハート,サクラチトセオー,15.80,31.90
2013104079,プログレスシチー 　,2013年3月27日,安達昭夫 (栗東),友駿ホースクラブ,カタオカファーム,新ひだか町,,ディープスカイ,アルテミスシチー,ブライアンズタイム,50.00,730.00
2013104080, □地キニスキー 　,2013年5月23日,植松則幸 (愛知),（株）ファーストビジ,カタオカファーム,新ひだか町,335万円 (2014年 北海道サマーセール),オレハマッテルゼ,イーエルブロッサム,ラストタイクーン,0.00,3.90
2013104081,カジノノーブル 　,2013年5月29日,高橋義博 (美浦),遠藤良一,カタオカファーム,新ひだか町,,カジノドライヴ,エジンバラシチー,ブライアンズタイム,0.00,0.00
2013104082, □地エムオータイカン 　,2013年5月29日,堀江仁 (大井),大浅貢,カタオカファーム,新ひだか町,,メイショウボーラー,サッカータイカン,サッカーボーイ,50.10,345.10
2013104083,スピードムテキ 　,2013年4月20日,和田雄二 (美浦),遠藤良一,カタオカファーム,新ひだか町,,メイショウボーラー,スタミナスピード,アジュディケーティング,355.00,485.00
2013104084, □地ワイズアンサー 　,2013年4月12日,川島正一 (船橋),宮川純造,カタオカファーム,新ひだか町,,サウスヴィグラス,ニューウインド,ラストタイクーン,160.00,500.00
2013104085,シャルマンヒロイン 　,2013年3月3日,佐々木晶 (栗東),友駿ホースクラブ,出羽牧場,新ひだか町,,キングカメハメハ,ヒロインシチー,スペシャルウィーク,0.00,0.00
