Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2010104350,リングレットの2010 　,2010年4月26日, ,,ノーザンファーム,安平町,,ディープインパクト,リングレット,トニービン,0,0
2010104351,シェーンフレール 　,2010年2月22日,手塚貴久 (美浦),山本英俊,ノーザンファーム,安平町,,Smart Strike,リーチフォーザムーン,Pulpit,0.00,0.00
2010104352,ディープストーリー 　,2010年3月27日,木村哲也 (美浦),シルクレーシング,ノーザンファーム,安平町,,ディープインパクト,リードストーリー,Editor's Note,0.00,600.00
2010104353,クロムレック 　,2010年3月29日,戸田博文 (美浦),キャロットファーム,ノーザンファーム,安平町,,Smart Strike,ルシルク,Dynaformer,310.00,1965.00
2010104354, ○地ウルトラサウンド 　,2010年1月31日,手塚貴久 (美浦),馬場幸夫,ノーザンファーム,安平町,"1,575万円 (2010年 セレクトセール)",サクラバクシンオー,ルビーマイディア,Gone West,0.00,0.00
2010104355,ビップイシマツ 　,2010年2月13日,清水久詞 (栗東),鈴木邦英,ノーザンファーム,安平町,"1,470万円 (2011年 セレクトセール)",ロージズインメイ,ルビーレジェンド,アグネスタキオン,0.00,0.00
2010104356,ハッピーボンド 　,2010年2月13日,和田正一 (美浦),サンデーレーシング,ノーザンファーム,安平町,,サクラバクシンオー,ルミナスハッピー,アグネスタキオン,0,0
2010104357,ルミナスウイング 　,2010年3月5日,安田隆行 (栗東),キャロットファーム,ノーザンファーム,安平町,"3,675万円 (2011年 セレクトセール)",クロフネ,ルミナスポイント,アグネスタキオン,1488.50,2034.50
2010104358, □地ネオヴァンキッシュ 　,2010年2月20日,角田輝也 (愛知),小林仁幸,ノーザンファーム,安平町,"1,890万円 (2010年 セレクトセール)",スペシャルウィーク,レイズアンドコール,サクラバクシンオー,0.00,0.00
2010104359,キネオチェリー 　,2010年3月21日,清水久詞 (栗東),ジャパンフードビジネス,ノーザンファーム,安平町,"1,050万円 (2011年 セレクトセール)",メイショウサムソン,レッドベリル,スペシャルウィーク,0.00,0.00
2010104360,ラトーナ 　,2010年3月11日,大久保龍 (栗東),シルク,ノーザンファーム,安平町,,Dansili,レトII,Diesis,700.00,700.00
2010104361, □地ハッピーポケット 　,2010年2月25日, (地方),平田真也,ノーザンファーム,安平町,683万円 (2010年 セレクトセール),ジャングルポケット,レナンセラ,Saint Ballado,280.00,280.00
2010104362,ドラゴンレジェンド 　,2010年1月27日,久保田貴 (美浦),窪田芳郎,ノーザンファーム,安平町,"3,360万円 (2010年 セレクトセール)",ステイゴールド,レーゲンボーゲン,フレンチデピュティ,700.00,1719.40
2010104363, □地プントインアリア 　,2010年5月14日,大垣敏夫 (佐賀),下妻正次郎,ノーザンファーム,安平町,,アドマイヤドン,レース,Gulch,0.00,0.00
2010104364,シナモンイノ 　,2010年3月12日,友道康夫 (栗東),吉田勝己,ノーザンファーム,安平町,,シンボリクリスエス,レースウィング,バブルガムフェロー,0.00,0.00
2010104365, □地ホットバタードラム 　,2010年3月8日, (地方),佐野篤志,ノーザンファーム,安平町,,タニノギムレット,レースパイロット,サンデーサイレンス,110.00,110.00
2010104366,ガイヤースヴェルト 　,2010年5月17日,斎藤誠 (美浦),サンデーレーシング,ノーザンファーム,安平町,,ダイワメジャー,レーヌヴェルト,フレンチデピュティ,0.00,3313.60
2010104367, □地トーセンミズホ 　,2010年3月9日,山中尊徳 (船橋),島川隆哉,ノーザンファーム,安平町,945万円 (2010年 セレクトセール),メイショウサムソン,ロココスタイル,サンデーサイレンス,0.00,0.00
2010104368,ローゼンガルテン 　,2010年2月4日,橋口弘次 (栗東),サンデーレーシング,ノーザンファーム,安平町,,ディープインパクト,ロゼカラー,Shirley Heights,0.00,46.00
2010104369,ホールロッタラヴ 　,2010年1月26日,藤原英昭 (栗東),吉田勝己,ノーザンファーム,安平町,,ネオユニヴァース,ロッタレース,Nureyev,0.00,46.00
2010104370,カレンバッドボーイ 　,2010年2月16日,橋口慎介 (栗東),鈴木隆司,ノーザンファーム,安平町,"3,780万円 (2010年 セレクトセール)",ディープインパクト,ロレットチャペル,フレンチデピュティ,330.00,980.00
2010104371, □地アリストクラット 　,2010年2月1日,黒田隆男 (兵庫),（株）ファーストビジ,ノーザンファーム,安平町,,シンボリクリスエス,ローカス,トニービン,0.00,0.00
2010104372,ローザズカレッジ 　,2010年5月1日,池添学 (栗東),サンデーレーシング,ノーザンファーム,安平町,,ディープインパクト,ローザロバータ,Fire Maker,700.00,700.00
2010104373,ドリーミートーツ 　,2010年3月1日,橋口弘次 (栗東),吉田和美,ノーザンファーム,安平町,,ジャングルポケット,ローズバド,サンデーサイレンス,0.00,150.00
2010104374,フラワーヒメ 　,2010年5月10日, ,,ノーザンファーム,安平町,,ネオユニヴァース,ワイルドフラワー,Wild Again,0,0
2010104375,ショウワダンディ 　,2010年5月6日,杉浦宏昭 (美浦),山岸桂市,ノーザンレーシング,安平町,"1,575万円 (2011年 セレクトセール)",シンボリクリスエス,ゲルニカ,Luhuk,0.00,0.00
2010104376,アイヴォリーカラーの2010 　,2010年3月14日, ,,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,アイヴォリーカラー,クロフネ,0,0
2010104377,エールブリーズ 　,2010年1月31日,鮫島一歩 (栗東),社台レースホース,社台コーポレーション白老ファーム,白老町,,フジキセキ,アイリッシュカーリ,Caerleon,920.00,3610.20
2010104378,シャイニングタイム 　,2010年2月19日,荒川義之 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,フジキセキ,アウトオブタイム,Panis,0.00,240.00
2010104379, □地スパークエンブレム 　,2010年2月17日,田中淳司 (北海道),平田一雄,社台コーポレーション白老ファーム,白老町,"1,785万円 (2010年 セレクトセール)",ウォーエンブレム,アクティビスト,フレンチデピュティ,0.00,63.80
2010104380,シェイクザバーレイ 　,2010年3月27日,松下武士 (栗東),サンデーレーシング,社台コーポレーション白老ファーム,白老町,,Duke of Marmalade,アドアード,Galileo,700.00,700.00
2010104381,ペリドットムーン 　,2010年1月31日,相沢郁 (美浦),星野壽市,社台コーポレーション白老ファーム,日高町,,アドマイヤムーン,アドマイヤシズカ,ダンスインザダーク,145.00,270.00
2010104382, □地ユニフィケーション 　,2010年2月18日,坂本和也 (地方),後藤宙人,社台コーポレーション白老ファーム,新冠町,,ディープインパクト,アドマイヤダンサー,エルコンドルパサー,0.00,180.00
2010104383,ネロディアマンテ 　,2010年3月10日,相沢郁 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,日高町,,シンボリクリスエス,アドマイヤマダム,サンデーサイレンス,1024.20,1449.50
2010104384,メリアブーケ 　,2010年3月5日,斎藤誠 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,新冠町,,キングカメハメハ,アメーリア,スペシャルウィーク,0.00,0.00
2010104385,クロカミノオトメ 　,2010年4月10日,羽月友彦 (栗東),サンデーレーシング,社台コーポレーション白老ファーム,新冠町,,シンボリクリスエス,アルストロメリア,サンデーサイレンス,0.00,760.00
2010104386,アルスヴィズ 　,2010年1月4日,池江泰寿 (栗東),Ｇ１レーシング,社台コーポレーション白老ファーム,白老町,,ジャングルポケット,アルスノヴァ,ダンスインザダーク,0.00,0.00
2010104387, □地アメージングタクト 　,2010年2月9日,藤田輝信 (大井),サンデーレーシング,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,アルーリングアクト,エンドスウィープ,755.00,2415.00
2010104388,アーマークラッド 　,2010年1月10日,武井亮 (美浦),吉田和子,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,アルーリングボイス,フレンチデピュティ,990.00,1328.00
2010104389,ダノンエトワール 　,2010年2月19日,大久保龍 (栗東),ダノックス,社台コーポレーション白老ファーム,白老町,"1,785万円 (2010年 セレクトセール)",シンボリクリスエス,イストワール,サンデーサイレンス,70.00,70.00
2010104390, □地フライトゥザピーク 　,2010年3月28日,千葉博次 (地方),村上豊蔵,社台コーポレーション白老ファーム,白老町,,フジキセキ,ウイングオブラック,ブライアンズタイム,0.00,200.00
2010104391, □地ヴァルティカル 　,2010年1月4日,松代真 (船橋),（有）下河辺トレーニ,社台コーポレーション白老ファーム,新冠町,,ジャングルポケット,ヴァルパライソ,サンデーサイレンス,380.00,610.00
2010104392,ヴァーティカルサン 　,2010年2月20日,石坂正 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,マンハッタンカフェ,ヴァレラ,Monsun,610.00,610.00
2010104393,エピローグブリッジ 　,2010年4月27日,加藤征弘 (美浦),Ｇ１レーシング,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,ヴェストリーレディ,Vicar,280.00,809.00
2010104394,プティアノンス 　,2010年1月20日,和田雄二 (美浦),シルクレーシング,社台コーポレーション白老ファーム,日高町,,アドマイヤメイン,エクリチュール,テイエムオペラオー,0.00,0.00
2010104395,レッドリンクス 　,2010年2月25日,大久保龍 (栗東),東京ホースレーシング,社台コーポレーション白老ファーム,白老町,"1,838万円 (2010年 セレクトセール)",ゼンノロブロイ,エナジーストーン,ジェイドロバリー,0.00,0.00
2010104396,リヤンドファミユ 　,2010年4月27日,池江泰寿 (栗東),サンデーレーシング,社台コーポレーション白老ファーム,白老町,,ステイゴールド,オリエンタルアート,メジロマックイーン,780.00,2701.70
2010104397,シュガーパイン 　,2010年5月26日,堀宣行 (美浦),金子真人ホールディングス,社台コーポレーション白老ファーム,白老町,"2,835万円 (2011年 セレクトセール)",Indian Charlie,オリジナルスピンII,Distorted Humor,0.00,775.00
2010104398,サダムコーテイ 　,2010年2月25日,本間忍 (美浦),大西定,社台コーポレーション白老ファーム,浦河町,,ウォーエンブレム,オレンジパラダイス,エリシオ,530.00,1435.00
2010104399,メイショウユウヒン 　,2010年2月20日,西浦勝一 (栗東),松本好雄,社台コーポレーション白老ファーム,日高町,504万円 (2011年 北海道オータムセール),アドマイヤコジーン,オンシジューム,エンドスウィープ,0.00,0.00
2010104400,セプテントリオ 　,2010年3月6日,中舘英二 (美浦),社台レースホース,社台コーポレーション白老ファーム,新冠町,,ステイゴールド,オータムブリーズ,ティンバーカントリー,0.00,946.00
2010104401,インプロヴァイズ 　,2010年2月26日,堀宣行 (美浦),シルクレーシング,社台コーポレーション白老ファーム,新冠町,,ウォーエンブレム,カデンツァ,サンデーサイレンス,1487.80,2467.80
2010104402, □地ファミーユ 　,2010年3月18日, (地方),吉田勝己,社台コーポレーション白老ファーム,白老町,,チチカステナンゴ,キストゥヘヴン,アドマイヤベガ,130.00,130.00
2010104403,サダムサロペット 　,2010年4月5日,松永幹夫 (栗東),大西定,社台コーポレーション白老ファーム,白老町,,スペシャルウィーク,キッズトゥデイ,Siphon,0.00,50.00
2010104404, □地ミストフェリーズ 　,2010年4月23日,安部弘一 (愛知),（有）ホースケア,社台コーポレーション白老ファーム,新冠町,,ダンスインザダーク,キトゥントリックス,Storm Cat,280.00,355.00
2010104405,タッチレインボー 　,2010年3月18日,萩原清 (美浦),吉田和子,社台コーポレーション白老ファーム,新ひだか町,,ゼンノロブロイ,キャスタスペルミー,フレンチデピュティ,0.00,0.00
2010104406, □地ツクバインドラ 　,2010年1月27日,法理勝弘 (笠松),吉橋計,社台コーポレーション白老ファーム,白老町,"5,460万円 (2011年 セレクトセール)",ディープインパクト,キャッシュインクルーデッド,Include,280.00,280.00
2010104407,タガノエンブレム 　,2010年1月21日,斉藤崇史 (栗東),八木良司,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,キャッチザゴールド,サンデーサイレンス,1081.90,1781.90
2010104408,ダブルウォー 　,2010年1月15日,戸田博文 (美浦),キャロットファーム,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,キュー,フレンチデピュティ,0.00,840.00
2010104409,キープザサミット 　,2010年4月23日,中舘英二 (美浦),Ｇ１レーシング,社台コーポレーション白老ファーム,池田町,,チチカステナンゴ,キープクワイエット,エアジハード,0.00,0.00
2010104410,スピーディユウマ 　,2010年4月11日,竹内正洋 (美浦),竹國美枝子,社台コーポレーション白老ファーム,日高町,,ディープインパクト,クイックセイコー,エルコンドルパサー,0.00,460.00
2010104411,クリームオンリーの2010 　,2010年3月9日, ,,社台コーポレーション白老ファーム,白老町,,マンハッタンカフェ,クリームオンリー,Exchange Rate,0,0
2010104412,サダムロードショー 　,2010年3月10日,中尾秀正 (栗東),大西定,社台コーポレーション白老ファーム,白老町,,シンボリクリスエス,グランオマージュ,サンデーサイレンス,180.00,890.00
2010104413,ラブラバード 　,2010年2月4日,斉藤崇史 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,スペシャルウィーク,グレイトフィーヴァー,Kaldoun,715.00,1100.40
2010104414,ラウンドワールド 　,2010年5月7日,田村康仁 (美浦),Ｇ１レーシング,社台コーポレーション白老ファーム,白老町,,ディープインパクト,グレースランド,トニービン,3413.00,3973.00
2010104415,ファスナー 　,2010年2月6日,加藤征弘 (美浦),平井龍司,社台コーポレーション白老ファーム,白老町,840万円 (2010年 セレクトセール),シンボリクリスエス,コーラルチャイムズ,サンデーサイレンス,0,0
2010104416,ラディネット 　,2010年3月17日,黒岩陽一 (美浦),シルクレーシング,社台コーポレーション白老ファーム,白老町,,アドマイヤムーン,コーレイ,Know Heights,0.00,0.00
2010104417,ティンパニー 　,2010年2月11日,田島俊明 (美浦),難波経雄,社台コーポレーション白老ファーム,新冠町,483万円 (2011年 北海道サマーセール),バゴ,サパス,Kingmambo,0.00,0.00
2010104418,リアルエンブレム 　,2010年4月1日,武井亮 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,新冠町,,ウォーエンブレム,サルヴァドール,サンデーサイレンス,110.00,610.00
2010104419,ダウティーナイト 　,2010年2月7日,伊藤大士 (美浦),吉田和子,社台コーポレーション白老ファーム,白老町,,ネオユニヴァース,サンストーン,Caerleon,0.00,0.00
2010104420, □地セルーカ 　,2010年1月17日,鈴木長次 (上山),（株）ファーストビジ,社台コーポレーション白老ファーム,浦河町,"1,155万円 (2011年 セレクトセール)",ダンスインザダーク,サーリセルカ,ウォーエンブレム,0.00,0.00
2010104421,ショウナンカリブ 　,2010年3月12日,須貝尚介 (栗東),国本哲秀,社台コーポレーション白老ファーム,浦河町,,ゴールドアリュール,シビル,Wild Again,0.00,0.00
2010104422,サダムフォルトゥナ 　,2010年1月21日,平田修 (栗東),大西定,社台コーポレーション白老ファーム,新ひだか町,,マンハッタンカフェ,シュガークラフト,ペンタイア,0.00,0.00
2010104423,ポートドラルーン 　,2010年3月17日,堀宣行 (美浦),社台レースホース,社台コーポレーション白老ファーム,白老町,,チチカステナンゴ,シュペリユール,サンデーサイレンス,0.00,0.00
2010104424,ショウナンラリッサ 　,2010年4月2日,上原博之 (美浦),湘南,社台コーポレーション白老ファーム,新冠町,,ジャングルポケット,ショウナンハピネス,Kris S.,0.00,0.00
2010104425,アウレオーラ 　,2010年1月26日,大久保洋 (美浦),シルクレーシング,社台コーポレーション白老ファーム,平取町,,ダイワメジャー,シルクラジアンス,マイニング,50.00,891.00
2010104426,ミラクレスト 　,2010年1月28日,岡田稲男 (栗東),サンデーレーシング,社台コーポレーション白老ファーム,新ひだか町,,フジキセキ,シンプリーラヴリー,Bold Executive,50.00,100.00
2010104427,リオグランデ 　,2010年1月16日,岡田稲男 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,ディープインパクト,シーズライクリオ,Boundary,385.00,1285.00
2010104428, □地ペドレリーア 　,2010年3月7日,鈴木正也 (金沢),久保紀夫,社台コーポレーション白老ファーム,新ひだか町,,ネオユニヴァース,ジェリクル,メジロライアン,0.00,0.00
2010104429,イリュミナンス 　,2010年2月27日,松永幹夫 (栗東),中村昭博,社台コーポレーション白老ファーム,新ひだか町,,マンハッタンカフェ,スキッフル,トニービン,700.00,2893.90
2010104430,バナーライン 　,2010年2月18日,加藤征弘 (美浦),社台レースホース,社台コーポレーション白老ファーム,白老町,,フジキセキ,スクリーマー,エンドスウィープ,0.00,0.00
2010104431,スタートラッカーの2010 　,2010年2月2日, ,,社台コーポレーション白老ファーム,新冠町,,メイショウサムソン,スタートラッカー,サンデーサイレンス,0,0
2010104432,ステイザコース 　,2010年3月17日,西浦勝一 (栗東),シルクレーシング,社台コーポレーション白老ファーム,新冠町,,ステイゴールド,スターバイオレット,ヘクタープロテクター,700.00,700.00
2010104433, □地トランザムスター 　,2010年2月6日,佐野謙二 (大井),杉浦和也,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,スターパレード,Parade Marshal,0.00,790.00
2010104434, □地クリアモーメント 　,2010年1月20日,大橋敬永 (笠松),廣瀬和雄,社台コーポレーション白老ファーム,白老町,,ディープインパクト,ストロングメモリー,エンドスウィープ,0.00,100.00
2010104435,メイケイペガスター 　,2010年1月15日,木原一良 (栗東),名古屋競馬,社台コーポレーション白老ファーム,白老町,"3,150万円 (2011年 セレクトセール)",フジキセキ,ストームホイッスル,ブライアンズタイム,700.00,4920.20
2010104436, ○地トーセンゴージャス 　,2010年4月21日,成島英春 (美浦),島川隆哉,社台コーポレーション白老ファーム,白老町,"4,095万円 (2010年 セレクトセール)",ディープインパクト,スナッチド,Cat Thief,0.00,200.00
2010104437,アワードリング 　,2010年4月10日,本間忍 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,新ひだか町,,ゴールドアリュール,スパイラルリング,エンドスウィープ,0.00,75.00
2010104438,ウィングオブライト 　,2010年1月26日,小島茂之 (美浦),キャロットファーム,社台コーポレーション白老ファーム,日高町,,クロフネ,スプレッドウィング,サンデーサイレンス,0.00,0.00
2010104439,ラストインパクト 　,2010年1月21日,角居勝彦 (栗東),シルクレーシング,社台コーポレーション白老ファーム,白老町,,ディープインパクト,スペリオルパール,ティンバーカントリー,1088.40,4046.40
2010104440,シップスログ 　,2010年1月5日, ,,社台コーポレーション白老ファーム,白老町,,ネオユニヴァース,スムーズセイリング,クロフネ,0,0
2010104441,マンボネフュー 　,2010年4月4日,国枝栄 (美浦),金子真人ホールディングス,社台コーポレーション白老ファーム,新冠町,"2,625万円 (2011年 セレクトセール)",バゴ,セカンドハピネス,Storm Cat,1090.60,2961.40
2010104442, □地エースシャイン 　,2010年2月23日,小沢宏次 (地方),（有）オート・エース,社台コーポレーション白老ファーム,新ひだか町,389万円 (2011年 北海道オータムセール),ネオユニヴァース,セレブレイトコール,フレンチデピュティ,248.00,248.00
2010104443, □地タイムアラウド 　,2010年3月18日,伊藤和 (岩手),山中元夫,社台コーポレーション白老ファーム,白老町,,ダイワメジャー,タイムトラベリング,ブライアンズタイム,585.00,785.00
2010104444, □地グランスエルテ 　,2010年1月22日,大島静夫 (佐賀),成富直行,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,タンタスエルテ,Stuka,0.00,0.00
2010104445, ○地ダイシンプロト 　,2010年4月30日,庄野靖志 (栗東),大八木信行,社台コーポレーション白老ファーム,日高町,,ディープインパクト,ダイシンシルビア,デヒア,0.00,330.00
2010104446,ディパッション 　,2010年1月19日,松田博資 (栗東),大八木信行,社台コーポレーション白老ファーム,日高町,,ダイワメジャー,ダイシンパーティー,ブライアンズタイム,700.00,700.00
2010104447,ウェーブオーキッド 　,2010年1月31日,平田修 (栗東),万波健二,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,ダンスノワール,サンデーサイレンス,770.00,770.00
2010104448,アルバラード 　,2010年4月18日,伊藤圭三 (美浦),シルク,社台コーポレーション白老ファーム,日高町,,チチカステナンゴ,ダンツクレバー,ピルサドスキー,0.00,0.00
2010104449,チーフオフィサーIIの2010 　,2010年3月12日, ,,社台コーポレーション白老ファーム,白老町,,マンハッタンカフェ,チーフオフィサーII,Officer,0,0
2010104450,ヘルデンテノール 　,2010年1月20日,池上昌和 (美浦),社台レースホース,社台コーポレーション白老ファーム,白老町,,ディープインパクト,ディーバ,Crafty Prospector,700.00,1859.40
2010104451,グローバルフライト 　,2010年1月5日,長浜博之 (栗東),シルク,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,トラヴェルチーム,Danzig,0.00,0.00
2010104452,リモンチェッロ 　,2010年1月27日,中尾秀正 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,シンボリクリスエス,ドルチェリモーネ,サンデーサイレンス,0.00,0.00
2010104453,メイスンウォー 　,2010年4月29日,小島茂之 (美浦),梅村浩,社台コーポレーション白老ファーム,平取町,,ウォーエンブレム,ネバーエンディング,エンドスウィープ,0.00,1095.00
2010104454,ノンキの2010 　,2010年4月8日, ,,社台コーポレーション白老ファーム,日高町,,ジャングルポケット,ノンキ,サンデーサイレンス,0,0
2010104455,テンシンランマン 　,2010年3月30日,伊藤伸一 (美浦),キャロットファーム,社台コーポレーション白老ファーム,新ひだか町,,ハーツクライ,ハナランマン,サクラユタカオー,780.00,2510.00
2010104456,パーフェクトスコア 　,2010年2月21日,高野友和 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,ブライアンズタイム,ハンドレッドスコア,ホワイトマズル,700.00,990.00
2010104457, □地サトノエクセル 　,2010年2月18日,藤田輝信 (大井),矢作和人,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,バイラリーナ,サンデーサイレンス,280.00,555.00
2010104458,ライズトゥフェイム 　,2010年3月30日,加藤征弘 (美浦),シルクレーシング,社台コーポレーション白老ファーム,白老町,,ゼンノロブロイ,バラファミー,Barathea,110.00,610.00
2010104459,ミラフローレス 　,2010年4月3日,高野友和 (栗東),社台レースホース,社台コーポレーション白老ファーム,新冠町,,ダンスインザダーク,パナマックス,クロフネ,70.00,116.00
2010104460,グランデアモーレ 　,2010年1月25日,松田博資 (栗東),キャロットファーム,社台コーポレーション白老ファーム,白老町,,ネオユニヴァース,ヒカルアモーレ,クロフネ,700.00,700.00
2010104461,ヒカルアルテミスの2010 　,2010年3月12日, ,,社台コーポレーション白老ファーム,新ひだか町,,ゴールドアリュール,ヒカルアルテミス,ファルブラヴ,0,0
2010104462,ショウナンダイラ 　,2010年2月26日,二ノ宮敬 (美浦),湘南,社台コーポレーション白老ファーム,日高町,"1,575万円 (2010年 セレクトセール)",ウォーエンブレム,ヒカルマイゴール,エアジハード,780.00,1480.00
2010104463,ビワパシフィカスの2010 　,2010年1月27日, ,,社台コーポレーション白老ファーム,白老町,,ディープインパクト,ビワパシフィカス,ブライアンズタイム,0,0
2010104464,ビーフィットウォー 　,2010年1月22日,萩原清 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,ビーサイレント,サンデーサイレンス,280.00,355.00
2010104465, □地ショウナンダイチ 　,2010年1月30日,佐藤祐司 (岩手),岩渕瑞生,社台コーポレーション白老ファーム,白老町,,ディープインパクト,ビートリックスキッド,Victory Note,380.00,644.00
2010104466,ピサノパスティーユの2010 　,2010年3月24日, ,,社台コーポレーション白老ファーム,新冠町,,ジャングルポケット,ピサノパスティーユ,サンデーサイレンス,0,0
2010104467, □地フロイント 　,2010年3月11日,植松則幸 (愛知),（有）ホースケア,社台コーポレーション白老ファーム,白老町,,スペシャルウィーク,Fickle Friends,Demons Begone,0.00,25.00
2010104468, □地スタートナウ 　,2010年4月9日, (地方),角谷泰介,社台コーポレーション白老ファーム,池田町,,ダイワメジャー,フィバリッシュ,トニービン,49.50,81.50
2010104469, □地キングスクルーザー 　,2010年4月6日,栗本陽一 (笠松),浅川脩,社台コーポレーション白老ファーム,新ひだか町,,クロフネ,フィールドサンデー,サンデーサイレンス,110.00,195.00
2010104470,フェートグランド 　,2010年4月9日,武藤善則 (美浦),社台レースホース,社台コーポレーション白老ファーム,新冠町,,ハーツクライ,フェートデュヴァン,メジロマックイーン,780.00,780.00
2010104471,フレイム 　,2010年4月17日,西園正都 (栗東),前田幸治,社台コーポレーション白老ファーム,新冠町,"3,255万円 (2011年 セレクトセール)",アグネスタキオン,フォレストレイン,Caerleon,0.00,0.00
2010104472, □地フュージリア 　,2010年1月4日,平和人 (高知),安岡日出男,社台コーポレーション白老ファーム,新冠町,,スペシャルウィーク,フリードリームズ,Areion,280.00,1380.00
2010104473,セトノミッシー 　,2010年4月7日,鈴木孝志 (栗東),難波経雄,社台コーポレーション白老ファーム,日高町,,ゴールドアリュール,フレンチミステリー,フレンチデピュティ,180.00,680.00
2010104474,ユニヴァーザライド 　,2010年5月2日,加用正 (栗東),社台レースホース,社台コーポレーション白老ファーム,白老町,,ネオユニヴァース,フレンドレイ,デインヒル,180.00,180.00
2010104475,ヴェントス 　,2010年3月30日,中竹和也 (栗東),前田幸治,社台コーポレーション白老ファーム,池田町,,ウォーエンブレム,ブラッシングブライド,Distant Relative,1045.60,1045.60
2010104476, □地リュクスエンブレム 　,2010年2月8日,加藤幸保 (笠松),田畑憲士,社台コーポレーション白老ファーム,白老町,"1,260万円 (2010年 セレクトセール)",ウォーエンブレム,ブラッシングプリンセス,Crafty Prospector,0.00,0.00
2010104477,サダムダイジョウブ 　,2010年3月25日,中尾秀正 (栗東),大西定,社台コーポレーション白老ファーム,池田町,,ダイワメジャー,ブリアンダ,Alzao,400.00,1175.00
2010104478, □地フィドラー 　,2010年3月24日,山本和之 (兵庫),角谷泰介,社台コーポレーション白老ファーム,白老町,,ダイワメジャー,プリンシピウム,ハンセル,6.00,11.00
2010104479,ゴールデンヒーロー 　,2010年2月2日,北出成人 (栗東),シルクレーシング,社台コーポレーション白老ファーム,白老町,,シンボリクリスエス,プリンセスゴールド,サンデーサイレンス,145.00,1410.00
2010104480,アティトラン 　,2010年1月21日,清水出美 (栗東),キャロットファーム,社台コーポレーション白老ファーム,浦河町,,チチカステナンゴ,プリンセスミラクル,フジキセキ,0.00,0.00
2010104481,プレイアップ 　,2010年4月1日,古賀史生 (美浦),サンデーレーシング,社台コーポレーション白老ファーム,白老町,,Redoute's Choice,プレイサイレンス,サンデーサイレンス,0.00,600.00
2010104482,バプテスマ 　,2010年2月4日,尾関知人 (美浦),キャロットファーム,社台コーポレーション白老ファーム,白老町,,シンボリクリスエス,プレラット,サンデーサイレンス,0.00,0.00
2010104483,ヘリオライトの2010 　,2010年1月22日, ,,社台コーポレーション白老ファーム,新冠町,105万円 (2011年 北海道オータムセール),サンライズペガサス,ヘリオライト,Swain,0,0
2010104484,プーカ 　,2010年3月16日,松山康久 (美浦),キャロットファーム,社台コーポレーション白老ファーム,白老町,,キングカメハメハ,ペニーホイッスル,サンデーサイレンス,410.00,410.00
2010104485,メイショウキズナ 　,2010年2月11日,岡田稲男 (栗東),松本好雄,社台コーポレーション白老ファーム,白老町,,チチカステナンゴ,マイヴィヴィアン,ダンシングブレーヴ,0.00,0.00
2010104486,ブライトアイディア 　,2010年3月3日,宮徹 (栗東),小川勲,社台コーポレーション白老ファーム,日高町,,ゴールドアリュール,マイティーカラー,トニービン,0.00,37.00
2010104487,ハートフルダンサー 　,2010年2月14日,勢司和浩 (美浦),社台レースホース,社台コーポレーション白老ファーム,白老町,,ハーツクライ,マイティーダンサー,Alzao,0,0
2010104488,グッドエンブレム 　,2010年2月15日,川村禎彦 (栗東),杉立恭平,社台コーポレーション白老ファーム,白老町,"1,260万円 (2011年 セレクトセール)",ウォーエンブレム,マイベストスター,デインヒル,0.00,0.00
2010104489, □地ウォースピリッツ 　,2010年1月16日,栗本陽一 (笠松),浅川脩,社台コーポレーション白老ファーム,白老町,,ウォーエンブレム,マミーズジュエリー,ブライアンズタイム,0.00,360.00
2010104490,チェネレントラ 　,2010年2月9日,奥村豊 (栗東),社台レースホース,社台コーポレーション白老ファーム,白老町,,アグネスタキオン,ミスアナレオ,Alzao,160.00,1196.00
2010104491,ガンシップ 　,2010年5月1日,根本康広 (美浦),円城幸男,社台コーポレーション白老ファーム,池田町,,メイショウサムソン,ミスティーキス,クロフネ,0.00,0.00
