Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2011103178, □地アクアブルーキング 　,2011年4月8日,川野勇馬 (高知),中前好生,高昭牧場,浦河町,,キングカメハメハ,メイショウシュウカ,サンデーサイレンス,0.00,0.00
2011103179, □地メイショウキセキ 　,2011年2月12日,小牧毅 (兵庫),松本好雄,高昭牧場,浦河町,,メイショウオウドウ,メイショウモモカ,グラスワンダー,0.00,0.00
2011103180,フォーモサマンボ 　,2011年3月16日, ,,高昭牧場,浦河町,,ノボジャック,リアフォーモサ,Nureyev,0,0
2011103181,サクセスジョイ 　,2011年4月3日,野村彰彦 (栗東),高昭牧場,高昭牧場,浦河町,,アルカセット,ルスナイエース,タイキシャトル,5.20,10.60
2011103182, □地シンゼンタイガ 　,2011年1月15日,秋吉和美 (地方),原司郎,高昭牧場,浦河町,,ノボジャック,ルスナイオブカラー,ブライアンズタイム,0.00,700.00
2011103183,ハイリーカズマ 　,2011年2月20日,西浦勝一 (栗東),雅苑興業,高昭牧場,浦河町,,スタチューオブリバティ,ルスナイクリスティ,リンドシェーバー,0.00,135.00
2011103184,ルスナイサンバの2011 　,2011年2月22日, ,,高昭牧場,浦河町,,タイキシャトル,ルスナイサンバ,キングヘイロー,0,0
2011103185,アゲハチョウの2011 　,2011年3月15日, ,,小島牧場,浦河町,,フサイチリシャール,アゲハチョウ,アジュディケーティング,0,0
2011103186,モッシュ 　,2011年4月15日,浜田多実 (栗東),小嶋將則,小島牧場,浦河町,,スズカマンボ,エイシンヒューロン,Dayjur,0.00,0.00
2011103187,シニョリーナ 　,2011年2月15日,菊川正達 (美浦),高樽さゆり,小島牧場,浦河町,,キングヘイロー,エヌティミラクル,フジキセキ,810.00,1209.20
2011103188, □地ヒルノバーハーバ 　,2011年4月14日,森下淳平 (大井),蛭川正文,小島牧場,浦河町,,キングカメハメハ,エーシンオームズ,ヘクタープロテクター,110.00,110.00
2011103189, □地ラッキーユミナー 　,2011年4月17日,大石省三 (兵庫),城地清満,小島牧場,浦河町,,ネオユニヴァース,エーシンラッキー,Kingmambo,36.40,36.40
2011103190, □地エイシンライナー 　,2011年3月26日,橋本忠男 (兵庫),平井克彦,小島牧場,浦河町,,エイシンデピュティ,エーシンロレーン,Rahy,0.00,30.00
2011103191,アルマエルナト 　,2011年3月1日,伊藤大士 (美浦),コウトミックレーシング,小島牧場,浦河町,,ネオユニヴァース,キャメロンガール,With Approval,1515.00,4250.90
2011103192, □地ディアキンカク 　,2011年4月3日,宮路洋一 (高知),（有）ホースケア,小島牧場,浦河町,,アドマイヤジャパン,シバノコトエ,サンゼウス,305.00,305.00
2011103193,スズカルーブル 　,2011年5月19日,大橋勇樹 (栗東),永井啓弍,小島牧場,浦河町,,スズカマンボ,スズカルビー,キングヘイロー,0.00,138.00
2011103194,エイシンチョッパー 　,2011年2月28日,坂口正則 (栗東),栄進堂,小島牧場,浦河町,,フジキセキ,セントルイスガール,Silver Hawk,70.00,70.00
2011103195,プラチナティアラ 　,2011年4月1日,上原博之 (美浦),鈴木芳夫,小島牧場,浦河町,315万円 (2012年 北海道サマーセール),プリサイスエンド,ナナヨーティアラ,マイネルラヴ,1786.20,1786.20
2011103196,ビットオブファットの2011 　,2011年3月22日, ,,小島牧場,浦河町,,ダンスインザダーク,ビットオブファット,エンドスウィープ,0,0
2011103197, □地ピュアバンビーノ 　,2011年3月19日,雑賀秀介 (高知),千葉一雄,小島牧場,浦河町,,マツリダゴッホ,ピュアウインド,デザートキング,0.00,0.00
2011103198,ディアボタン 　,2011年4月13日,田中剛 (美浦),ディアレスト,小島牧場,浦河町,,サウスヴィグラス,ボタンフジ,トロットサンダー,0.00,0.00
2011103199,オリエンタルダガー 　,2011年5月13日,大江原哲 (美浦),棚網基己,小林仁,浦河町,315万円 (2012年 北海道オータムセール),デュランダル,ピンクピンク,リンドシェーバー,230.00,1075.00
2011103200, □地ネオキャプテン 　,2011年5月17日,寺田新太 (大井),西田俊二,小林仁,浦河町,,プリサイスエンド,ピンクロイヤル,キャプテンスティーヴ,247.50,297.90
2011103201,ティアップアーリー 　,2011年6月14日,西浦勝一 (栗東),田中昇,小林仁,浦河町,,ゴールドアリュール,フォーティエース,フォーティナイナー,0.00,0.00
2011103202,ジョーエクスカリバ 　,2011年4月27日,中竹和也 (栗東),上田けい子,斉藤政志,浦河町,,ディープインパクト,ジョープシケ,フサイチコンコルド,0.00,0.00
2011103203,ジョーウォルター 　,2011年3月17日,清水久詞 (栗東),上田けい子,斉藤政志,浦河町,,ゼンノロブロイ,ジョーフュージョン,オペラハウス,310.00,810.00
2011103204, □地ノニサクハナ 　,2011年2月26日,山崎尋美 (川崎),小泉修,斉藤政志,浦河町,53万円 (2012年 北海道オータムセール),フサイチリシャール,セクシーウィン,ミュージックタイム,248.00,539.20
2011103205, □地クルフィ 　,2011年3月13日,伊藤滋規 (地方),杉浦和也,斉藤政志,浦河町,53万円 (2012年 北海道オータムセール),ルールオブロー,ハイランドカクテル,ブラックタイアフェアー,55.20,99.20
2011103206, ○地ユーカリノカゼ 　,2011年3月16日,岩戸孝樹 (美浦),吉川朋宏,斉藤政志,浦河町,264万円 (2013年 JRAブリーズアップセール),ブラックタイド,ハートフルビコー,ゼンノメイジン,0.00,0.00
2011103207, □地ビナシルク 　,2011年3月22日,加藤和宏 (金沢),井之口二三雄,鮫川啓一,浦河町,,ジャングルポケット,アイノサウスポー,スキャン,0.00,0.00
2011103208,オースミフブキ 　,2011年4月4日,荒川義之 (栗東),オースミ,鮫川啓一,浦河町,,マンハッタンカフェ,オースミハルカ,フサイチコンコルド,0.00,515.00
2011103209,マトリックス 　,2011年5月10日,田村康仁 (美浦),ＨｉｍＲｏｃｋＲａｃｉｎｇ,鮫川啓一,浦河町,,ダイワメジャー,キクノトップレディ,ウォーニング,70.00,70.00
2011103210, □地キクノレガーロ 　,2011年4月4日,鷹見浩 (大井),菊池五郎,鮫川啓一,浦河町,,ノボジャック,キクノフェアリー,アグネスタキオン,87.50,87.50
2011103211, □地サルルミューズ 　,2011年3月8日,法理勝弘 (笠松),細川大輔,鮫川啓一,浦河町,,フォーティナイナーズサン,キクノフレア,シンボリクリスエス,33.50,56.90
2011103212, □地ハイノリッジ 　,2011年3月31日,林正人 (船橋),西森三智代,鮫川啓一,浦河町,893万円 (2012年 北海道サマーセール),マンハッタンカフェ,ゴールドグレース,エリシオ,110.00,404.60
2011103213, □地ファビュラス 　,2011年2月21日,佐々木清 (船橋),占部恵太,鮫川啓一,浦河町,,クロフネ,シマノキララ,アフリート,20.00,20.00
2011103214, □地ヒロノスイート 　,2011年3月28日,玉垣光章 (兵庫),守内ひろ子,鮫川啓一,浦河町,,スウェプトオーヴァーボード,シルバーパラダイス,アジュディケーティング,180.00,180.00
2011103215, □地マジョリカブルー 　,2011年3月29日,佐々木清 (船橋),占部恵太,鮫川啓一,浦河町,,フォーティナイナーズサン,マッジョーレ,キンググローリアス,0.00,0.00
2011103216,バウンティハンター 　,2011年3月31日,大根田裕 (栗東),西村憲人,鮫川啓一,浦河町,735万円 (2013年 北海道トレーニングセール),ネオユニヴァース,マルカフルート,ティンバーカントリー,0,0
2011103217, □地ウィークエンド 　,2011年2月20日,朝倉実 (大井),小林文芳,鮫川啓一,浦河町,,ゴールドアリュール,マルハチメイフェア,ホワイトマズル,24.00,61.80
2011103218, □地グランパシフィーク 　,2011年4月3日,渋谷信博 (船橋),石井太郎,鮫川啓一,浦河町,,アジュディケーティング,ユウコウエース,チーフベアハート,205.00,315.00
2011103219,ラディアンス 　,2011年2月27日,松元茂樹 (栗東),佐々木雄二,鮫川啓一,浦河町,,サイレントディール,ラティエラ,スキャターザゴールド,0.00,0.00
2011103220,ニューエンプレス 　,2011年4月17日,坪憲章 (栗東),服部新平,鮫川ファーム,浦河町,,プリサイスエンド,エイスワンダー,アンバーシャダイ,0.00,0.00
2011103221,メイショウミノリ 　,2011年4月17日,藤沢則雄 (栗東),松本好雄,鮫川ファーム,浦河町,263万円 (2012年 北海道サマーセール),オレハマッテルゼ,カルパティア,エルコンドルパサー,0.00,0.00
2011103222,ニューティアラ 　,2011年4月22日,坪憲章 (栗東),服部新平,鮫川ファーム,浦河町,,リンカーン,ティアラプリンセス,ラムタラ,0.00,0.00
2011103223,ベガスターヒード 　,2011年5月15日,土田稔 (美浦),フジワラ・ファーム,鮫川ファーム,浦河町,284万円 (2013年 北海道トレーニングセール),スタチューオブリバティ,ベガスターカフェ,アドマイヤベガ,0.00,10.30
2011103224,ニューララミー 　,2011年3月17日,坪憲章 (栗東),服部新平,鮫川ファーム,浦河町,,メイショウボーラー,ホワイトララミー,スウェプトオーヴァーボード,0.00,0.00
2011103225, □地エドノミリアン 　,2011年4月1日,田辺陽一 (川崎),遠藤喜松,鮫川ファーム,浦河町,,メイショウボーラー,マキバノオトメ,Alydeed,575.00,635.00
2011103226, □地キングシャトル 　,2011年5月8日,秋吉和美 (大井),伊藤正男,猿橋義昭,浦河町,284万円 (2012年 北海道サマーセール),タイキシャトル,ウッドフェアリー,Woodman,56.00,56.00
2011103227, □地スマッシュヒット 　,2011年3月17日,工藤真司 (高知),中内晴子,猿橋義昭,浦河町,137万円 (2012年 北海道オータムセール),グラスワンダー,オンロード,ラストタイクーン,0.00,0.80
2011103228, □地コスモアイオライト 　,2011年4月19日,東原己俊 (高知),北原光一郎,猿橋義昭,浦河町,735万円 (2012年 北海道セレクションセール),ハーツクライ,トーワクリスタル,コマンダーインチーフ,150.00,200.00
2011103229,オンタケハート 　,2011年4月25日,伊藤大士 (美浦),宮原廣伸,猿橋義昭,浦河町,,サムライハート,プリティラパス,ラムタラ,0.00,923.60
2011103230,キングランベリ 　,2011年3月8日,高橋文雅 (美浦),村上義勝,大成牧場,浦河町,,アドマイヤムーン,アステオン,ホリスキー,0.00,200.00
2011103231,キャッチアシーフの2011 　,2011年3月23日, ,,大成牧場,浦河町,,ファンタスティックライト,キャッチアシーフ,グラスワンダー,0,0
2011103232, □地バンディート 　,2011年3月24日,朝倉実 (大井),中川忠重,大成牧場,浦河町,,ファンタスティックライト,ジョーヴィヴィット,ダンスインザダーク,50.00,191.00
2011103233,ミヤビホークアイ 　,2011年5月14日,大久保洋 (美浦),村上義勝,大成牧場,浦河町,,アドマイヤムーン,タフグレイス,トニービン,0.00,150.00
2011103234,ハギノヘヴン 　,2011年3月17日,松田国英 (栗東),安岡美津子,大成牧場,浦河町,,タニノギムレット,ハギノポンパドール,クロフネ,0.00,0.00
2011103235, □地ブラックフォルテ 　,2011年4月2日,林隆之 (川崎),勝山賢,大成牧場,浦河町,,ブラックホーク,プリンセスナイト,アフリート,155.00,194.60
2011103236, □地アッサルト 　,2011年3月29日,佐藤茂 (金沢),山口敦広,大成牧場,浦河町,,ファンタスティックライト,ミヤビオウカ,ジャングルポケット,15.60,15.60
2011103237, □地ジョーリブラン 　,2011年3月12日,小久保智 (浦和),上田けい子,大北牧場,浦河町,158万円 (2012年 北海道サマーセール),タイキシャトル,アウトゥリーチェ,コマンダーインチーフ,0.00,50.00
2011103238, □地リトルキング 　,2011年6月4日,新田守 (岩手),高橋昇市,大北牧場,浦河町,,キングヘイロー,アリーテ,サンダーガルチ,0.00,1.20
2011103239,スマイルグッド 　,2011年2月6日,新開幸一 (美浦),大北牧場,大北牧場,浦河町,,スズカマンボ,エガオヨシ,タイキシャトル,0.00,0.00
2011103240,エーブサムライ 　,2011年4月22日,高橋文雅 (美浦),レーシングホースジャパン,大北牧場,浦河町,,キングカメハメハ,エスフライト,サンデーサイレンス,0.00,165.00
2011103241, □地ノーリグレット 　,2011年2月16日,鈴木勝文 (浦和),三浦捷之,大北牧場,浦河町,168万円 (2012年 北海道オータムセール),アッミラーレ,エフワンサンダー,サンダーガルチ,307.40,442.80
2011103242, □地シフレディ 　,2011年4月6日,岡林光浩 (地方),中辻明,大北牧場,浦河町,158万円 (2012年 北海道オータムセール),ストーミングホーム,ガルザール,Kris,208.00,313.60
2011103243,ショウナンバクフウ 　,2011年3月27日,田中剛 (美浦),国本哲秀,大北牧場,浦河町,,ショウナンカンプ,ショウナンハピネス,Kris S.,280.00,424.00
2011103244,デスティニーラブ 　,2011年3月10日,斎藤誠 (美浦),金山克己,大北牧場,浦河町,,アグネスデジタル,スローアキッス,スペシャルウィーク,1163.70,1163.70
2011103245, □地アップテンポ 　,2011年5月21日,吉井一良 (金沢),（有）ホースケア,大北牧場,浦河町,,シニスターミニスター,ディスクオブゴールド,Silver Hawk,34.30,42.70
2011103246, □地エーブキットマン 　,2011年1月24日,古賀光範 (佐賀),竹原孝昭,大北牧場,浦河町,,マンハッタンカフェ,フェルメールブルー,ノーザンテースト,180.00,180.00
2011103247,テイエムルージュ 　,2011年2月21日,岩元市三 (栗東),竹園正繼,大北牧場,浦河町,210万円 (2012年 北海道オータムセール),スクリーンヒーロー,ペリーヌ,トニービン,0.00,0.00
2011103248, □地マイソウルメイト 　,2011年3月26日,酒井仁 (岩手),山下定良,大北牧場,浦河町,84万円 (2012年 北海道サマーセール),ハイアーゲーム,レガシーオブアート,ヘクタープロテクター,0.00,0.00
2011103249,エンピリカルの2011 　,2011年4月28日, ,,高岸順一,浦河町,,アドマイヤジャパン,エンピリカル,Miswaki,0,0
2011103250, □地オキナワガール 　,2011年4月15日,柿本政男 (船橋),紙透一雄,高岸順一,浦河町,315万円 (2013年 千葉サラブレッド・セール),アドマイヤジャパン,オフィスガール,リンドシェーバー,36.00,36.00
2011103251,コスモチョコレイ 　,2011年5月3日,田中清隆 (美浦),ビッグレッドファーム,高岸順一,浦河町,641万円 (2012年 北海道サマーセール),ブラックタイド,スイートウィリアム,Miswaki,355.00,1055.00
2011103252,ジャーアルタミラ 　,2011年5月30日,石毛善彦 (美浦),本間茂,高岸順一,浦河町,,ファルブラヴ,スターリットラヴ,スペシャルウィーク,0.00,27.50
2011103253,モリトハリウッド 　,2011年4月8日,水野貴広 (美浦),石橋忠之,高岸順一,浦河町,893万円 (2012年 北海道サマーセール),プリサイスエンド,ラヴコマンダー,コマンダーインチーフ,0.00,425.00
2011103254,テイエムスピリタス 　,2011年3月27日,福島信晴 (栗東),竹園正繼,高岸順一,浦河町,,アドマイヤジャパン,ラフォーレ,バンブーアトラス,0.00,0.00
2011103255, □地ハートリーダー 　,2011年4月30日,東美義 (佐賀),吉野惇,高岸順一,浦河町,105万円 (2013年 北海道トレーニングセール),プリサイスエンド,レッドロザリオ,アグネスタキオン,25.80,25.80
2011103256,アグネスドリーム 　,2011年4月10日,森秀行 (栗東),渡辺公美子,高松牧場,浦河町,,マンハッタンカフェ,アグネスカルミア,ケイムホーム,1926.60,1926.60
2011103257, □地アグネスアミニソル 　,2011年3月19日,吉行龍穂 (兵庫),阿形逸雄,高松牧場,浦河町,,アグネスデジタル,アグネスフィーバー,Vindication,0.00,0.00
2011103258, □地メテオストライク 　,2011年5月1日,笹野博司 (笠松),（同）ＪＰＮ技研,高松牧場,浦河町,210万円 (2012年 北海道オータムセール),アジュディケーティング,ジョウノジェミー,アグネスタキオン,225.00,261.20
2011103259, □地モナルカ 　,2011年3月4日,竹下直人 (愛知),畑佐博,高松牧場,浦河町,,ステイゴールド,ジョウノパンジー,タイキシャトル,0.00,0.00
2011103260, □地ヘーラー 　,2011年4月28日,高岩孝敏 (大井),大倉佑介,高松牧場,浦河町,158万円 (2012年 北海道サマーセール),サウスヴィグラス,ジョウノモンブラン,サンデーサイレンス,0.00,141.60
2011103261, □地ナスタイザン 　,2011年3月4日,伊藤和 (岩手),小山田満,高松牧場,浦河町,,バゴ,テンザンオペラ,オペラハウス,280.00,1055.00
2011103262, □地テンコモリ 　,2011年4月3日,渡辺薫 (船橋),二瓶徹,高松牧場,浦河町,74万円 (2012年 北海道オータムセール),フォーティナイナーズサン,パッションホーラー,アフリート,192.40,203.40
2011103263,ルナクィーンの2011 　,2011年3月19日, ,,高松牧場,浦河町,,プリサイスエンド,ルナクィーン,フジキセキ,0,0
2011103264,ドリームヴィジョン 　,2011年3月25日,大江原哲 (美浦),セゾンレースホース,ダイヤモンドファーム,浦河町,"1,155万円 (2012年 北海道セレクションセール)",チチカステナンゴ,ピサノパスティーユ,サンデーサイレンス,0.00,130.00
2011103265, □地スイートラブコン 　,2011年5月4日,安部弘一 (愛知),（有）ホースケア,東栄牧場,浦河町,,メイショウボーラー,エレガンスフリー,バンブーアトラス,123.80,123.80
2011103266, □地パイシーズラブコン 　,2011年5月17日,矢野久美 (佐賀),山下寿,東栄牧場,浦河町,,メイショウオウドウ,ブリガンティア,コタシャーン,44.50,66.60
2011103267, □地ドリームホープコン 　,2011年4月1日,岡田一男 (浦和),糸井政三,東栄牧場,浦河町,,プリサイスエンド,レアシルウィア,ティンバーカントリー,110.50,127.40
2011103268, □地フリークウェーブ 　,2011年4月17日,別府真司 (高知),大西充秋,冨岡牧場,浦河町,105万円 (2012年 北海道サマーセール),ローエングリン,スペシャルウェーブ,スペシャルウィーク,0.00,83.70
2011103269, □地マルモリロイヤル 　,2011年5月18日,田辺陽一 (川崎),山下繁美,冨岡牧場,浦河町,,サムライハート,ソノフェリーチェ,フサイチコンコルド,75.00,751.00
2011103270,マジックウェーブの2011 　,2011年5月16日, ,,冨岡牧場,浦河町,,ティンバーカントリー,マジックウェーブ,コマンダーインチーフ,0,0
2011103271, □地ダイキセント 　,2011年5月18日,真島元徳 (佐賀),陣内豊,冨岡牧場,浦河町,137万円 (2012年 北海道オータムセール),ハイアーゲーム,マジックダンサー,メジロライアン,33.00,66.50
2011103272, □地スプリングヤクモ 　,2011年6月7日,吉橋淳一 (川崎),（有）山崎牧場,冨岡牧場,浦河町,,ノボジャック,ヤクモビーナス,トウカイテイオー,0.00,0.00
2011103273, ○地ケイツーウラノス 　,2011年5月25日,蛯名利弘 (美浦),楠本勝美,富塚ファーム,浦河町,368万円 (2013年 JRAブリーズアップセール),ブラックタイド,エンジェルステージ,タニノギムレット,0.00,85.00
2011103274,ダルムシュタット 　,2011年5月18日,高橋義博 (美浦),日下部勝徳,富塚ファーム,浦河町,210万円 (2012年 北海道サマーセール),ブラックタイド,カレンナバンダム,シンボリルドルフ,0.00,0.00
2011103275,ファーストヴィレッジの2011 　,2011年5月6日, ,,富塚ファーム,浦河町,,フォーティナイナーズサン,ファーストヴィレッジ,デインヒル,0,0
2011103276,アグネスミライ 　,2011年3月5日,長浜博之 (栗東),渡辺孝男,中神牧場,浦河町,,プリサイスエンド,アグネスパンドラ,アグネスタキオン,280.00,280.00
2011103277,アグネスカクシン 　,2011年5月15日,長浜博之 (栗東),渡辺孝男,中神牧場,浦河町,,ネオユニヴァース,アグネスピュア,ティンバーカントリー,0.00,0.00
2011103278,イージスコンゴウ 　,2011年4月13日,作田誠二 (栗東),眞崎修,中神牧場,浦河町,,クロフネ,アグネスムーン,アグネスタキオン,0.00,130.00
2011103279,ヴァイシュラヴァナ 　,2011年4月16日,武藤善則 (美浦),高橋一恵,中神牧場,浦河町,,ブラックタイド,ウイッシュバンダム,リファーズウィッシュ,0.00,0.00
2011103280,ストーミング 　,2011年5月15日,新開幸一 (美浦),栗坂崇,中神牧場,浦河町,,ストーミングホーム,オリヴェット,ダンスインザダーク,0.00,1446.60
2011103281,スパークルキャット 　,2011年3月31日,尾関知人 (美浦),ターフ・スポート,中神牧場,浦河町,,ダンスインザダーク,オーピーキャット,Storm Cat,70.00,595.00
2011103282, □地ステージアート 　,2011年4月13日,小西重征 (岩手),組）パートナーシップ,中神牧場,浦河町,,ダンシングカラー,ジュリア,メイセイオペラ,126.90,195.40
2011103283,エックスハイト 　,2011年4月2日,小野次郎 (美浦),栗坂崇,中神牧場,浦河町,,ザール,フェリサティー,タバスコキャット,0.00,60.00
2011103284,エスケイキング 　,2011年5月4日,友道康夫 (栗東),廣嶋誠二,中神牧場,浦河町,473万円 (2012年 北海道サマーセール),ブラックタイド,マキシマムデニール,ノーザンテースト,0.00,75.00
2011103285,ピンクパール 　,2011年5月21日,石栗龍彦 (美浦),近藤英二,中神牧場,浦河町,,リンカーン,レイナデラダンサ,Storm Cat,0.00,0.00
2011103286, □地ブルーセレブ 　,2011年5月16日,武井和実 (地方),黛大介,中村雅明,浦河町,,アサクサデンエン,カリビアンセレブ,ゴールドアリュール,2465.00,3505.00
2011103287, □地リュウノファイト 　,2011年4月10日,斉藤敏 (船橋),蓑島竜一,中村雅明,浦河町,525万円 (2012年 北海道セレクションセール),メイショウボーラー,カリビアンボイス,ジェイドロバリー,1000.00,1055.00
2011103288,ハクサンストリート 　,2011年3月24日,田村康仁 (美浦),河崎五市,中村雅明,浦河町,,ブラックタイド,クランチーカ,Caerleon,0.00,240.00
2011103289, □地シゲルリュウキュウ 　,2011年3月25日,九日俊光 (佐賀),森中蕃,中村雅明,浦河町,,ストーミングホーム,シゲルウエンセン,ジャングルポケット,0.00,0.00
2011103290, □地シゲルシマ 　,2011年3月22日,九日俊光 (佐賀),森中蕃,中村雅明,浦河町,,ファンタスティックライト,シゲルホープ,フレンチデピュティ,0.00,27.50
2011103291,ファンレーベン 　,2011年2月28日,黒岩陽一 (美浦),猿田栄二,中村雅明,浦河町,,ゴールドアリュール,ヒシアイドル,サクラユタカオー,200.00,200.00
2011103292, □地グンザンスター 　,2011年2月26日, (地方),古川忠一,中村雅明,浦河町,,ルールオブロー,ヒシアタランタ,ジェニュイン,39.00,39.90
2011103293, □地ベストアスリート 　,2011年3月27日,田口輝彦 (笠松),鈴木和彦,中村雅明,浦河町,158万円 (2012年 北海道オータムセール),アルカセット,ヒシアプローズ,ダンスインザダーク,10.00,29.80
2011103294, □地アサヤケ 　,2011年3月21日,石井勝男 (船橋),橋本慎太郎,中村雅明,浦河町,,サウスヴィグラス,ヒシアリアケ,シンボリクリスエス,0.00,46.00
2011103295, □地ブルーレーサー 　,2011年3月27日,武井和実 (地方),黛大介,中村雅明,浦河町,,アサクサデンエン,ヒシインパラ,フジキセキ,223.60,687.40
2011103296,シゲルソウシュウ 　,2011年2月11日,五十嵐忠 (栗東),森中蕃,中村雅明,浦河町,273万円 (2013年 北海道トレーニングセール),デュランダル,ヒシエンジェル,サクラバクシンオー,0.00,0.00
2011103297,アリソン 　,2011年3月28日,加藤和宏 (美浦),手嶋康雄,中村雅明,浦河町,,ルールオブロー,ヒシソニック,サクラバクシンオー,0.00,3.60
2011103298,ヒシイパネマ 　,2011年3月27日,角田晃一 (栗東),阿部雅英,中村雅明,浦河町,,ハーツクライ,ヒシタエコ,Chief's Crown,0.00,22.40
2011103299,ヒシエギーユ 　,2011年3月25日,河内洋 (栗東),阿部雅英,中村雅明,浦河町,,キングカメハメハ,ヒシピナクル,Theatrical,0.00,0.00
2011103300,ワンダーフォーゲル 　,2011年5月6日,松永昌博 (栗東),山本茂,中村雅明,浦河町,,グラスワンダー,ヒシフラワー,フジキセキ,0.00,0.00
2011103301,フォーウイラー 　,2011年3月30日,手塚貴久 (美浦),阿部雅英,中村雅明,浦河町,,ゴールドアリュール,ヒシルーマー,デヒア,0.00,130.00
2011103302,タイムクーナカヤマの2011 　,2011年4月30日, ,,中山牧場,浦河町,,プリサイスエンド,タイムクーナカヤマ,ブライアンズタイム,0,0
2011103303,マーセブナカヤマ 　,2011年4月16日,奥村豊 (栗東),中山牧場,中山牧場,浦河町,,ファスリエフ,ユタカヒメ,ブライアンズタイム,680.00,970.00
2011103304,グレイスナカヤマ 　,2011年5月3日,牧光二 (美浦),中山牧場,中山牧場,浦河町,,ディープスカイ,ラストキャノンズ,ラストタイクーン,0.00,310.00
2011103305, □地フェイトアバンス 　,2011年4月29日,庄子昭彦 (地方),酒井孝敏,中山牧場,浦河町,,アルデバランII,リファールナカヤマ,コマンダーインチーフ,221.00,536.00
2011103306, □地ワンダーベレーザ 　,2011年4月15日,九日俊光 (佐賀),山本信行,永田克之,浦河町,,アルデバランＩＩ,ワンダープリンセス,ジェネラス,0.00,0.00
2011103307,ワンダーハイーニャ 　,2011年5月12日,河内洋 (栗東),山本信行,永田克之,浦河町,,ストラヴィンスキー,ワンダーマッスル,キンググローリアス,0.00,600.00
2011103308, □地シェールライン 　,2011年5月11日,坂井孝義 (佐賀),広松金次,西田雄二,浦河町,,メイショウボーラー,ヴィンテージライン,メイショウドトウ,0.00,37.30
2011103309, □地ハイエスト 　,2011年5月14日,菅原欣也 (栃木),（有）カネショウ,西田雄二,浦河町,,ダンシングカラー,マルターズフラワー,ティッカネン,56.50,62.20
2011103310, □地リュウノトップ 　,2011年4月14日,山口浩幸 (兵庫),蓑島竜一,野表俊一,浦河町,368万円 (2012年 北海道サマーセール),アドマイヤドン,クラレットパンチ,フジキセキ,16.10,83.80
2011103311,ヒュウガ 　,2011年3月23日,作田誠二 (栗東),菅藤宗一,野表俊一,浦河町,,オペラハウス,ナイストップクイン,ダンスインザダーク,50.00,53.70
2011103312, □地スマートライナー 　,2011年3月13日,川島正一 (船橋),大川徹,野表俊一,浦河町,158万円 (2012年 北海道オータムセール),サウスヴィグラス,ノーブルドノール,ノーザンテースト,37.00,142.00
2011103313, □地グランデュローサ 　,2011年5月3日,青木達彦 (笠松),（株）ファーストビジ,野表春雄,浦河町,,オンファイア,アイタペアペア,アフリート,16.00,64.00
2011103314, □地セリカ 　,2011年4月6日,加藤誠一 (地方),（株）フロンテイア・,野村正,浦河町,,タイムパラドックス,ガールオブバンダム,Caerleon,63.00,63.00
2011103315, □地ロッシー 　,2011年4月24日,寺田新太 (大井),（株）フロンテイア・,野村正,浦河町,,タイムパラドックス,キングアタック,フジキセキ,0.00,151.00
2011103316, □地メルキオール 　,2011年3月28日,東原己俊 (高知),（有）ホースケア,野村正,浦河町,,スズカフェニックス,シーロンパー,ウォーニング,0.00,36.00
2011103317, □地メイプルキュート 　,2011年3月29日,渋谷信博 (船橋),石井太郎,野村正,浦河町,,スウェプトオーヴァーボード,メイプルシュガー,サクラトウコウ,120.60,206.50
2011103318, □地ノーキディング 　,2011年5月1日,矢野義幸 (船橋),石瀬丈太郎,ハッピーネモファーム,浦河町,,パイロ,ジョーテンオン,サンデーサイレンス,360.00,931.60
2011103319,バンダムギムレット 　,2011年3月27日,黒岩陽一 (美浦),山科統,バンダム牧場,浦河町,,タニノギムレット,カネトシフィオーレ,ネオユニヴァース,0.00,0.00
2011103320, □地メドウスラヴ 　,2011年4月16日,後藤正義 (笠松),山科統,バンダム牧場,浦河町,,チチカステナンゴ,キングズラヴ,Kingmambo,0.00,0.00
2011103321,グリーナウェイ 　,2011年3月17日,国枝栄 (美浦),山科統,バンダム牧場,浦河町,,フジキセキ,グリーリーランド,Mr. Greeley,0.00,0.00
2011103322,シャレードレジーナ 　,2011年4月16日,尾関知人 (美浦),山科統,バンダム牧場,浦河町,,ケイムホーム,タイキシャレード,Boundary,0.00,0.00
2011103323,ダンシングバトー 　,2011年3月9日,柴田政見 (栗東),山科統,バンダム牧場,浦河町,,クロフネ,ダンシングスナーク,グルームダンサー,75.00,675.00
2011103324,リターンラルク 　,2011年3月15日,大竹正博 (美浦),山科統,バンダム牧場,浦河町,,ディープインパクト,リターンキャスト,ノーザンテースト,840.00,1386.70
2011103325, □地バンブーバロテッリ 　,2011年3月10日,晴山厚司 (岩手),昆亜紀夫,バンブー牧場,浦河町,,ブラックホーク,エジプシャン,バンブーメモリー,19.80,21.70
2011103326, □地ジョーチャーリー 　,2011年2月20日,小久保智 (浦和),上田けい子,バンブー牧場,浦河町,"1,050万円 (2011年 セレクトセール)",マンハッタンカフェ,キューバンリズムII,Kingmambo,0.00,37.00
